"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t18300218-164","t18300218-164-crimeloc915","Poultry","crimeLocation"
"t18300218-16","t18300218-164-crimeloc915","Poultry","crimeLocation"
"t18300415-2","t18300415-214-crimeloc1189","Covent-garden-market","crimeLocation"
"t18300415-214","t18300415-214-crimeloc1189","Covent-garden-market","crimeLocation"
"t18300415-2","t18300415-217-crimeloc1207","Wentworth-street","crimeLocation"
"t18300415-217","t18300415-217-crimeloc1207","Wentworth-street","crimeLocation"
"t18300415-2","t18300415-219-crimeloc1216","Years'-court, Carey-street","crimeLocation"
"t18300415-219","t18300415-219-crimeloc1216","Years'-court, Carey-street","crimeLocation"
"t18300415-2","t18300415-220-crimeloc1221","Wentworth-street","crimeLocation"
"t18300415-220","t18300415-220-crimeloc1221","Wentworth-street","crimeLocation"
"t18300415-2","t18300415-222-crimeloc1233","Piccadilly","crimeLocation"
"t18300415-222","t18300415-222-crimeloc1233","Piccadilly","crimeLocation"
"t18300415-2","t18300415-224-crimeloc1244","Shadwell church","crimeLocation"
"t18300415-224","t18300415-224-crimeloc1244","Shadwell church","crimeLocation"
"t18291203-21","t18291203-21-crimeloc112","Bouverie-street","crimeLocation"
"t18291203-21","t18291203-21-crimeloc113","Fleet-street","crimeLocation"
"t18291203-21","t18291203-210-crimeloc1085","Jermyn-street, St. James'","crimeLocation"
"t18291203-210","t18291203-210-crimeloc1085","Jermyn-street, St. James'","crimeLocation"
"t18291203-21","t18291203-213-crimeloc1102","Charlton-street, Somers'-town","crimeLocation"
"t18291203-213","t18291203-213-crimeloc1102","Charlton-street, Somers'-town","crimeLocation"
"t18300114-204","t18300114-204-crimeloc1089","Trinity-place, Borough","crimeLocation"
"t18300114-205","t18300114-205-crimeloc1095","Tottenham-street","crimeLocation"
"t18300114-208","t18300114-208-crimeloc1109","Oxford-street","crimeLocation"
"t18300114-21","t18300114-21-crimeloc127","Bishopsgate-street within","crimeLocation"
"t18300114-212","t18300114-212-crimeloc1132","Rathbone-place","crimeLocation"
"t18300114-21","t18300114-212-crimeloc1132","Rathbone-place","crimeLocation"
"t18300114-214","t18300114-214-crimeloc1143","George's-buildings, Old-street-road","crimeLocation"
"t18300114-21","t18300114-214-crimeloc1143","George's-buildings, Old-street-road","crimeLocation"
"t18300114-215","t18300114-215-crimeloc1150","Went-183001140096worth-street","crimeLocation"
"t18300114-21","t18300114-215-crimeloc1150","Went-183001140096worth-street","crimeLocation"
"t18300218-17","t18300218-17-crimeloc99","Cornhill","crimeLocation"
"t18300218-30","t18300218-30-crimeloc159","Chichester-place, Gray's Inn-road","crimeLocation"
"t18300415-2","t18300415-225-crimeloc1248","Ireland-yard, Blackfriars","crimeLocation"
"t18300415-225","t18300415-225-crimeloc1248","Ireland-yard, Blackfriars","crimeLocation"
"t18300415-2","t18300415-230-crimeloc1273","St. Bennet, Paul's-wharf","crimeLocation"
"t18300415-230","t18300415-230-crimeloc1273","St. Bennet, Paul's-wharf","crimeLocation"
"t18300415-2","t18300415-232-crimeloc1286","Little North-street, Lisson-grove","crimeLocation"
"t18300415-232","t18300415-232-crimeloc1286","Little North-street, Lisson-grove","crimeLocation"
"t18291203-21","t18291203-216-crimeloc1118","Southampton-place, Camden-town","crimeLocation"
"t18291203-216","t18291203-216-crimeloc1118","Southampton-place, Camden-town","crimeLocation"
"t18291203-21","t18291203-217-crimeloc1124","Whitechapel-road","crimeLocation"
"t18291203-217","t18291203-217-crimeloc1124","Whitechapel-road","crimeLocation"
"t18291203-22","t18291203-22-crimeloc119","Old Fish-street-hill","crimeLocation"
"t18291203-22","t18291203-222-crimeloc1147","Holborn","crimeLocation"
"t18291203-222","t18291203-222-crimeloc1147","Holborn","crimeLocation"
"t18291203-22","t18291203-225-crimeloc1164","Tile-kiln-lane, Clapton","crimeLocation"
"t18291203-225","t18291203-225-crimeloc1164","Tile-kiln-lane, Clapton","crimeLocation"
"t18291203-226","t18291203-226-crimeloc1170","Haydon-square","crimeLocation"
"t18291203-22","t18291203-226-crimeloc1170","Haydon-square","crimeLocation"
"t18300114-219","t18300114-219-crimeloc1170","Albemarle-street","crimeLocation"
"t18300114-21","t18300114-219-crimeloc1170","Albemarle-street","crimeLocation"
"t18300114-222","t18300114-222-crimeloc1185","Upper Cornwall-street, St. George's","crimeLocation"
"t18300114-223","t18300114-223-crimeloc1190","Rose-street, Covent-garden","crimeLocation"
"t18300114-226","t18300114-226-crimeloc1206","Stanwell-park","crimeLocation"
"t18300218-32","t18300218-32-crimeloc171","Duck-lane","crimeLocation"
"t18300218-33","t18300218-33-crimeloc177","Adam-street, Adelphi","crimeLocation"
"t18300218-35","t18300218-35-crimeloc188","St. Martin's-street","crimeLocation"
"t18300218-39","t18300218-39-crimeloc207","York-buildings, New-road","crimeLocation"
"t18300218-45","t18300218-45-crimeloc243","Walthamstow","crimeLocation"
"t18300218-49","t18300218-49-crimeloc266","Shadwell","crimeLocation"
"t18321129-138","t18321129-138-crimeloc781","Winchester-row, Paddington","crimeLocation"
"t18321129-13","t18321129-138-crimeloc781","Winchester-row, Paddington","crimeLocation"
"t18321129-14","t18321129-14-crimeloc81","Cornhill","crimeLocation"
"t18330214-236","t18330214-236-crimeloc1322","Oxford-street","crimeLocation"
"t18330214-238","t18330214-238-crimeloc1335","Church-street, Shoreditch","crimeLocation"
"t18330214-241","t18330214-241-crimeloc1351","New-road","crimeLocation"
"t18330214-242","t18330214-242-crimeloc1357","Brook's-market","crimeLocation"
"t18330214-25","t18330214-25-crimeloc144","George on Little Saffron-hill","crimeLocation"
"t18321129-161","t18321129-161-crimeloc913","London-bridge","crimeLocation"
"t18321129-162","t18321129-162-crimeloc919","Judd-street","crimeLocation"
"t18321129-163","t18321129-163-crimeloc926","Wentworth-street","crimeLocation"
"t18321129-164","t18321129-164-crimeloc932","Chiswell-street","crimeLocation"
"t18321129-165","t18321129-165-crimeloc938","Liverpool-road, Islington","crimeLocation"
"t18321129-171","t18321129-171-crimeloc960","High Holborn","crimeLocation"
"t18321129-172","t18321129-172-crimeloc966","Mile-end-road","crimeLocation"
"t18330103-127","t18330103-127-crimeloc732","Green-street, Leicester-square","crimeLocation"
"t18330103-129","t18330103-129-crimeloc741","Back-lane","crimeLocation"
"t18330103-13","t18330103-13-crimeloc81","West-street, Smithfield","crimeLocation"
"t18330103-131","t18330103-131-crimeloc752","Uxbridge","crimeLocation"
"t18330103-13","t18330103-131-crimeloc752","Uxbridge","crimeLocation"
"t18321129-14","t18321129-142-crimeloc807","St. Giles'","crimeLocation"
"t18321129-142","t18321129-142-crimeloc807","St. Giles'","crimeLocation"
"t18321129-14","t18321129-143-crimeloc816","Treasury-passage","crimeLocation"
"t18321129-143","t18321129-143-crimeloc816","Treasury-passage","crimeLocation"
"t18321129-144","t18321129-144-crimeloc822","George-yard, Whitechapel","crimeLocation"
"t18321129-14","t18321129-144-crimeloc822","George-yard, Whitechapel","crimeLocation"
"t18321129-146","t18321129-146-crimeloc834","Crown-street, Soho","crimeLocation"
"t18321129-14","t18321129-146-crimeloc834","Crown-street, Soho","crimeLocation"
"t18321129-14","t18321129-147-crimeloc840","barque Yvoca","crimeLocation"
"t18321129-147","t18321129-147-crimeloc840","barque Yvoca","crimeLocation"
"t18330214-26","t18330214-26-crimeloc150","Moon-street, Seven-dials","crimeLocation"
"t18330214-27","t18330214-27-crimeloc158","Oxford-street","crimeLocation"
"t18330214-28","t18330214-28-crimeloc163","Red Lion-street, Holborn","crimeLocation"
"t18330214-29","t18330214-29-crimeloc171","the Montreal","crimeLocation"
"t18330214-32","t18330214-32-crimeloc189","Cock, at Holloway","crimeLocation"
"t18330214-33","t18330214-33-crimeloc196","Upper Seymour-street","crimeLocation"
"t18321129-174","t18321129-174-crimeloc978","Tudor-street","crimeLocation"
"t18321129-175","t18321129-175-crimeloc984","Iver","crimeLocation"
"t18321129-176","t18321129-176-crimeloc990","Great Ormond-street","crimeLocation"
"t18321129-177","t18321129-177-crimeloc996","Piccadilly","crimeLocation"
"t18321129-18","t18321129-18-crimeloc99","Old Compton-stree","crimeLocation"
"t18321129-18","t18321129-180-crimeloc1015","Whitechapel-road","crimeLocation"
"t18321129-180","t18321129-180-crimeloc1015","Whitechapel-road","crimeLocation"
"t18330103-132","t18330103-132-crimeloc756","Foley-street, Fitzroy-square","crimeLocation"
"t18330103-13","t18330103-132-crimeloc756","Foley-street, Fitzroy-square","crimeLocation"
"t18330103-133","t18330103-133-crimeloc764","Chancery-lane, in the Liberty of the Rolls","crimeLocation"
"t18330103-13","t18330103-133-crimeloc764","Chancery-lane, in the Liberty of the Rolls","crimeLocation"
"t18330103-137","t18330103-137-crimeloc788","Holborn","crimeLocation"
"t18330103-13","t18330103-137-crimeloc788","Holborn","crimeLocation"
"t18330214-103","t18330214-103-crimeloc577","tea dealer and grocer","crimeLocation"
"t18330214-105","t18330214-105-crimeloc589","Newgate-street","crimeLocation"
"t18330214-107","t18330214-107-crimeloc600","Wood-street, Cheapside","crimeLocation"
"t18330214-11","t18330214-113-crimeloc633","linen-draper","crimeLocation"
"t18330214-113","t18330214-113-crimeloc633","linen-draper","crimeLocation"
"t18330214-37","t18330214-37-crimeloc218","Westminster","crimeLocation"
"t18330214-38","t18330214-38-crimeloc223","Feltham","crimeLocation"
"t18330214-39","t18330214-39-crimeloc229","Nottingham-court, Long-acre","crimeLocation"
"t18330214-40","t18330214-40-crimeloc236","Tavistock-square","crimeLocation"
"t18330214-44","t18330214-44-crimeloc259","Cannon-street-road","crimeLocation"
"t18321129-18","t18321129-187-crimeloc1059","Crown-street, Finsbury","crimeLocation"
"t18321129-187","t18321129-187-crimeloc1059","Crown-street, Finsbury","crimeLocation"
"t18321129-18","t18321129-189-crimeloc1068","Fulham","crimeLocation"
"t18321129-189","t18321129-189-crimeloc1068","Fulham","crimeLocation"
"t18321129-191","t18321129-191-crimeloc1081","Wellington public-house, Lucas-street, Commercial-road","crimeLocation"
"t18321129-197","t18321129-197-crimeloc1112","Regent's-canal","crimeLocation"
"t18321129-201","t18321129-201-crimeloc1132","Angel Inn, Pentonville","crimeLocation"
"t18330103-13","t18330103-138-crimeloc794","Bethnal-green-road","crimeLocation"
"t18330103-138","t18330103-138-crimeloc794","Bethnal-green-road","crimeLocation"
"t18330103-139","t18330103-139-crimeloc801","Shoreditch","crimeLocation"
"t18330103-13","t18330103-139-crimeloc801","Shoreditch","crimeLocation"
"t18330103-141","t18330103-141-crimeloc813","Brewer-street, Somer's-town","crimeLocation"
"t18330103-142","t18330103-142-crimeloc821","Chapel-street","crimeLocation"
"t18330103-143","t18330103-143-crimeloc827","City-road bason","crimeLocation"
"t18330214-11","t18330214-114-crimeloc640","Butler's-building's, George-street, St. John-street, Bethnal-green","crimeLocation"
"t18330214-114","t18330214-114-crimeloc640","Butler's-building's, George-street, St. John-street, Bethnal-green","crimeLocation"
"t18330214-115","t18330214-115-crimeloc648","Ropemaker's-fields","crimeLocation"
"t18330214-11","t18330214-115-crimeloc648","Ropemaker's-fields","crimeLocation"
"t18330214-11","t18330214-116-crimeloc654","Crawford-street","crimeLocation"
"t18330214-116","t18330214-116-crimeloc654","Crawford-street","crimeLocation"
"t18330214-126","t18330214-126-crimeloc704","William-street, Portland-town","crimeLocation"
"t18330214-47","t18330214-47-crimeloc276","North Audley-street","crimeLocation"
"t18330214-52","t18330214-52-crimeloc301","St. Pancras","crimeLocation"
"t18330214-55","t18330214-55-crimeloc314","High-street","crimeLocation"
"t18330214-56","t18330214-56-crimeloc319","New Gravel-lane, in the parish of St. Paul, Shadwell","crimeLocation"
"t18330214-58","t18330214-58-crimeloc327","London-bridge","crimeLocation"
"t18321129-206","t18321129-206-crimeloc1162","Speldhurst-street","crimeLocation"
"t18321129-214","t18321129-214-crimeloc1206","Oxford-street","crimeLocation"
"t18321129-218","t18321129-218-crimeloc1232","High-street, Hoxton","crimeLocation"
"t18321129-219","t18321129-219-crimeloc1237","Queen's Head public-house","crimeLocation"
"t18321129-22","t18321129-22-crimeloc127","Uxbridge","crimeLocation"
"t18330103-147","t18330103-147-crimeloc848","Shoreditch","crimeLocation"
"t18330103-150","t18330103-150-crimeloc861","Pelham-street","crimeLocation"
"t18330103-151","t18330103-151-crimeloc868","Union-street, Shadwell","crimeLocation"
"t18330905-8","t18330905-8-crimeloc49","Uxbridge, in Middlesex, in the parish of Hillingdon","crimeLocation"
"t18330905-8","t18330905-80-crimeloc460","Princes-street","crimeLocation"
"t18330905-80","t18330905-80-crimeloc460","Princes-street","crimeLocation"
"t18330905-8","t18330905-84-crimeloc482","Limehouse","crimeLocation"
"t18330905-84","t18330905-84-crimeloc482","Limehouse","crimeLocation"
"t18331128-141","t18331128-141-crimeloc787","King's Arms, in Aldersgate street","crimeLocation"
"t18331128-141","t18331128-141-crimeloc789","Gloucester-street, Queen-square","crimeLocation"
"t18331128-142","t18331128-142-crimeloc795","Rochester-row, Westminster","crimeLocation"
"t18331128-143","t18331128-143-crimeloc801","Old Cavendish-street","crimeLocation"
"t18331128-144","t18331128-144-crimeloc807","Phillip's-buildings, St. Pancras","crimeLocation"
"t18331128-145","t18331128-145-crimeloc814","Market-street","crimeLocation"
"t18330516-127","t18330516-127-crimeloc646","Long-alley, Moorfields","crimeLocation"
"t18330516-13","t18330516-13-crimeloc63","Thames-street","crimeLocation"
"t18330817-36","t18330817-36-crimeloc180","Ball-yard","crimeLocation"
"t18330817-39","t18330817-39-crimeloc194","Margaret-street, Cavendish-square","crimeLocation"
"t18330817-43","t18330817-43-crimeloc217","Brick-lane, Spitalfields","crimeLocation"
"t18330817-44","t18330817-44-crimeloc223","Edmonton","crimeLocation"
"t18330817-45","t18330817-45-crimeloc230","Broad-street, Bloomsbury","crimeLocation"
"t18330905-92","t18330905-92-crimeloc529","Gracechurch-street, near Bell-yard","crimeLocation"
"t18330905-94","t18330905-94-crimeloc542","Idol-lane","crimeLocation"
"t18330905-95","t18330905-95-crimeloc547","carcase butcher","crimeLocation"
"t18330905-95","t18330905-95-crimeloc548","Smithfield","crimeLocation"
"t18330905-97","t18330905-97-crimeloc558","St. Pancras","crimeLocation"
"t18330905-97","t18330905-97-crimeloc559","Gower-place, Euston-square","crimeLocation"
"t18331017-100","t18331017-100-crimeloc546","Gravesend church","crimeLocation"
"t18331128-21","t18331128-21-crimeloc129","Mincing-lane","crimeLocation"
"t18331128-22","t18331128-22-crimeloc134","Devonshire-place, St. Botolph without Bishopgate","crimeLocation"
"t18331128-23","t18331128-23-crimeloc142","Wood-street","crimeLocation"
"t18331128-24","t18331128-24-crimeloc147","Sun-street, Bishopsgate","crimeLocation"
"t18331128-29","t18331128-29-crimeloc171","St. Luke","crimeLocation"
"t18331128-29","t18331128-29-crimeloc172","Union-street, Bishopsgate","crimeLocation"
"t18330516-13","t18330516-135-crimeloc686","Grosvenor-place, Pimlico","crimeLocation"
"t18330516-135","t18330516-135-crimeloc686","Grosvenor-place, Pimlico","crimeLocation"
"t18330516-13","t18330516-136-crimeloc691","Old-street-road, in the parish of St. Leonard, Shoreditch","crimeLocation"
"t18330516-136","t18330516-136-crimeloc691","Old-street-road, in the parish of St. Leonard, Shoreditch","crimeLocation"
"t18330516-13","t18330516-137-crimeloc698","Smithfield","crimeLocation"
"t18330516-137","t18330516-137-crimeloc698","Smithfield","crimeLocation"
"t18330516-13","t18330516-138-crimeloc704","Quaker-street, in the parish of Christ Church, Spitalfields","crimeLocation"
"t18330516-138","t18330516-138-crimeloc704","Quaker-street, in the parish of Christ Church, Spitalfields","crimeLocation"
"t18330817-47","t18330817-47-crimeloc241","Dundee Arms yard, in the parish of St. John, Wapping","crimeLocation"
"t18330817-48","t18330817-48-crimeloc246","Paddington-street","crimeLocation"
"t18330817-49","t18330817-49-crimeloc253","New-street, St. Martin's-lane, in the parish of St. Martins-in-the-field","crimeLocation"
"t18330817-8","t18330817-8-crimeloc40","Devonshire-court, Nicholl-street, St. Matthew, Green","crimeLocation"
"t18331017-102","t18331017-102-crimeloc556","Hyde-park","crimeLocation"
"t18331017-105","t18331017-105-crimeloc573","Westminster","crimeLocation"
"t18331017-106","t18331017-106-crimeloc579","Northumberland-street, Marylebone","crimeLocation"
"t18331017-108","t18331017-108-crimeloc592","Miller's Wharf","crimeLocation"
"t18331017-109","t18331017-109-crimeloc599","Windmill-street","crimeLocation"
"t18331128-123","t18331128-123-crimeloc695","London dock","crimeLocation"
"t18331128-125","t18331128-125-crimeloc709","Homer-street","crimeLocation"
"t18331128-127","t18331128-127-crimeloc717","Star-street","crimeLocation"
"t18331128-132","t18331128-132-crimeloc739","St. Mary Abbotts, Kensington","crimeLocation"
"t18331128-132","t18331128-132-crimeloc740","Holland Park Terrace, in the parish of Kensington","crimeLocation"
