"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t18190707-17","t18190707-175-crimeloc938","Fitzroy-market","crimeLocation"
"t18190707-1","t18190707-175-crimeloc938","Fitzroy-market","crimeLocation"
"t18190915-265","t18190915-265-crimeloc1433","Homer-street, Paddington","crimeLocation"
"t18190915-271","t18190915-271-crimeloc1464","Ratcliff-highway","crimeLocation"
"t18190915-276","t18190915-276-crimeloc1489","Middleton-street, Spitalfields","crimeLocation"
"t18190915-281","t18190915-281-crimeloc1512","King-street, Covent-garden","crimeLocation"
"t18190421-17","t18190421-173-crimeloc947","Keppel-street","crimeLocation"
"t18190421-173","t18190421-173-crimeloc947","Keppel-street","crimeLocation"
"t18190421-17","t18190421-177-crimeloc972","Bromley","crimeLocation"
"t18190421-177","t18190421-177-crimeloc972","Bromley","crimeLocation"
"t18190421-184","t18190421-184-crimeloc1015","Ratcliff-highway","crimeLocation"
"t18190526-135","t18190526-135-crimeloc749","Mansell-street, Goodman's-fields","crimeLocation"
"t18190526-136","t18190526-136-crimeloc754","Harrow-road","crimeLocation"
"t18190526-17","t18190526-17-crimeloc94","Harley-street","crimeLocation"
"t18190526-19","t18190526-19-crimeloc105","Bromley","crimeLocation"
"t18190526-2","t18190526-2-crimeloc13","Beauchamp-street, Brooks-market","crimeLocation"
"t18190707-1","t18190707-19-crimeloc110","Bedford-square","crimeLocation"
"t18190707-19","t18190707-19-crimeloc110","Bedford-square","crimeLocation"
"t18190707-22","t18190707-22-crimeloc128","Argyle-tree Westminster","crimeLocation"
"t18190707-29","t18190707-29-crimeloc169","Upper Grosvenor-street","crimeLocation"
"t18190915-60","t18190915-60-crimeloc318","Lower Thames-street","crimeLocation"
"t18190915-62","t18190915-62-crimeloc328","Fleet-market","crimeLocation"
"t18190915-65","t18190915-65-crimeloc343","Bishopsgate-street","crimeLocation"
"t18190915-76","t18190915-76-crimeloc399","Red Lion, public-house, in David-street","crimeLocation"
"t18190421-19","t18190421-19-crimeloc114","out of Pall-Mall","crimeLocation"
"t18190421-19","t18190421-19-crimeloc115","into the Park","crimeLocation"
"t18190421-19","t18190421-191-crimeloc1052","St. Giles's","crimeLocation"
"t18190421-191","t18190421-191-crimeloc1052","St. Giles's","crimeLocation"
"t18190421-19","t18190421-191-crimeloc1053","High-street","crimeLocation"
"t18190421-191","t18190421-191-crimeloc1053","High-street","crimeLocation"
"t18190526-21","t18190526-21-crimeloc118","Fitzroy-place, New Road","crimeLocation"
"t18190526-2","t18190526-21-crimeloc118","Fitzroy-place, New Road","crimeLocation"
"t18190526-2","t18190526-22-crimeloc124","Shepherd's Bush","crimeLocation"
"t18190526-22","t18190526-22-crimeloc124","Shepherd's Bush","crimeLocation"
"t18190526-2","t18190526-28-crimeloc159","Davis Mews","crimeLocation"
"t18190526-28","t18190526-28-crimeloc159","Davis Mews","crimeLocation"
"t18190526-33","t18190526-33-crimeloc187","Aldgate High Street","crimeLocation"
"t18190526-34","t18190526-34-crimeloc192","Smithfield","crimeLocation"
"t18190707-31","t18190707-31-crimeloc179","Strand","crimeLocation"
"t18190707-34","t18190707-34-crimeloc191","Fleet-street","crimeLocation"
"t18190707-36","t18190707-36-crimeloc200","Threadneedle-street","crimeLocation"
"t18190707-4","t18190707-4-crimeloc19","Drury-lane","crimeLocation"
"t18190707-4","t18190707-4-crimeloc20","just above Wych-street","crimeLocation"
"t18190707-4","t18190707-41-crimeloc227","London-bridge","crimeLocation"
"t18190707-41","t18190707-41-crimeloc227","London-bridge","crimeLocation"
"t18190915-246","t18190915-246-crimeloc1321","Piccadilly","crimeLocation"
"t18190915-247","t18190915-247-crimeloc1327","Ball's-pond gate","crimeLocation"
"t18190915-247","t18190915-247-crimeloc1328","towards Enfield","crimeLocation"
"t18200412-228","t18200412-228-crimeloc1316","Tottenham-court-road","crimeLocation"
"t18200412-25","t18200412-25-crimeloc137","Great Aliff-street, Whitechapel","crimeLocation"
"t18191027-90","t18191027-90-crimeloc493","Cecil-court","crimeLocation"
"t18191027-93","t18191027-93-crimeloc512","Harrow-road, Paddington","crimeLocation"
"t18200112-12","t18200112-124-crimeloc715","Drury-lane","crimeLocation"
"t18200112-124","t18200112-124-crimeloc715","Drury-lane","crimeLocation"
"t18200112-133","t18200112-133-crimeloc770","Gill-street","crimeLocation"
"t18200112-134","t18200112-134-crimeloc776","Chancery-lane","crimeLocation"
"t18200112-134","t18200112-134-crimeloc777","Sergeant's Inn","crimeLocation"
"t18200112-135","t18200112-135-crimeloc783","ship, Providence, which laid in the City Canal","crimeLocation"
"t18200112-139","t18200112-139-crimeloc806","Limehouse-hole","crimeLocation"
"t18200217-9","t18200217-9-crimeloc52","Four Swans' yard, Bishopsgate-street","crimeLocation"
"t18200217-92","t18200217-92-crimeloc526","Grove-row, Mile End","crimeLocation"
"t18200217-9","t18200217-92-crimeloc526","Grove-row, Mile End","crimeLocation"
"t18200217-9","t18200217-94-crimeloc539","Strand","crimeLocation"
"t18200217-94","t18200217-94-crimeloc539","Strand","crimeLocation"
"t18200217-9","t18200217-95-crimeloc544","Crescent-mews","crimeLocation"
"t18200217-95","t18200217-95-crimeloc544","Crescent-mews","crimeLocation"
"t18200217-96","t18200217-96-crimeloc549","St. Martin's-lane","crimeLocation"
"t18200217-9","t18200217-96-crimeloc549","St. Martin's-lane","crimeLocation"
"t18200412-44","t18200412-44-crimeloc250","Fore-street","crimeLocation"
"t18200412-47","t18200412-47-crimeloc267","King-street, near Guildhall","crimeLocation"
"t18200412-48","t18200412-48-crimeloc272","Guildhall","crimeLocation"
"t18200412-51","t18200412-51-crimeloc290","Long-acre","crimeLocation"
"t18200412-55","t18200412-55-crimeloc313","Weston, in Kent","crimeLocation"
"t18200412-56","t18200412-56-crimeloc319","Haymarket","crimeLocation"
"t18191201-105","t18191201-105-crimeloc614","Pimlico","crimeLocation"
"t18191201-11","t18191201-11-crimeloc74","Old Bailey","crimeLocation"
"t18191201-11","t18191201-111-crimeloc646","Fleet-market","crimeLocation"
"t18191201-111","t18191201-111-crimeloc646","Fleet-market","crimeLocation"
"t18200112-17","t18200112-17-crimeloc97","Smithfield","crimeLocation"
"t18200112-21","t18200112-21-crimeloc118","Hop-gardens","crimeLocation"
"t18200112-28","t18200112-28-crimeloc157","St. James's-square","crimeLocation"
"t18200112-36","t18200112-36-crimeloc196","Bishopsgate-street","crimeLocation"
"t18200112-37","t18200112-37-crimeloc202","Aldgate","crimeLocation"
"t18200112-38","t18200112-38-crimeloc208","Spencer-street","crimeLocation"
"t18200217-98","t18200217-98-crimeloc563","St. James's workhouse","crimeLocation"
"t18200217-9","t18200217-98-crimeloc563","St. James's workhouse","crimeLocation"
"t18200217-9","t18200217-99-crimeloc571","High-street, St. Giles's","crimeLocation"
"t18200217-99","t18200217-99-crimeloc571","High-street, St. Giles's","crimeLocation"
"t18200412-10","t18200412-10-crimeloc49","Warwick-lane","crimeLocation"
"t18200412-101","t18200412-101-crimeloc579","Charles-street","crimeLocation"
"t18200412-10","t18200412-101-crimeloc579","Charles-street","crimeLocation"
"t18200412-174","t18200412-174-crimeloc1009","Branstone-green","crimeLocation"
"t18200412-176","t18200412-176-crimeloc1024","Albany","crimeLocation"
"t18200412-179","t18200412-179-crimeloc1041","City-road","crimeLocation"
"t18200412-183","t18200412-183-crimeloc1063","Tottenham-court-road","crimeLocation"
"t18191201-11","t18191201-115-crimeloc667","Ludgate-hill","crimeLocation"
"t18191201-115","t18191201-115-crimeloc667","Ludgate-hill","crimeLocation"
"t18191201-11","t18191201-118-crimeloc685","Hampton Court Palace","crimeLocation"
"t18191201-118","t18191201-118-crimeloc685","Hampton Court Palace","crimeLocation"
"t18191201-11","t18191201-118-crimeloc686","the mews","crimeLocation"
"t18191201-118","t18191201-118-crimeloc686","the mews","crimeLocation"
"t18191201-12","t18191201-12-crimeloc79","Fountain-court, Aldermanbury","crimeLocation"
"t18191201-12","t18191201-12-crimeloc80","passage leading from the Baptist Head coffee-house, to Guildhall Yard","crimeLocation"
"t18191201-121","t18191201-121-crimeloc703","Rolls-building, Fetter-lane","crimeLocation"
"t18191201-12","t18191201-121-crimeloc703","Rolls-building, Fetter-lane","crimeLocation"
"t18200112-39","t18200112-39-crimeloc215","Bath-place, New-road","crimeLocation"
"t18200112-45","t18200112-45-crimeloc247","Lamb-street, Spitalfields","crimeLocation"
"t18200112-55","t18200112-55-crimeloc310","Bishopsgate-street","crimeLocation"
"t18200112-57","t18200112-57-crimeloc322","Fleet-street","crimeLocation"
"t18200412-10","t18200412-103-crimeloc590","Duck-lane","crimeLocation"
"t18200412-103","t18200412-103-crimeloc590","Duck-lane","crimeLocation"
"t18200412-10","t18200412-104-crimeloc596","Gloucester","crimeLocation"
"t18200412-104","t18200412-104-crimeloc596","Gloucester","crimeLocation"
"t18200412-105","t18200412-105-crimeloc602","Chapman's-court, Goodman's-yard, Minories","crimeLocation"
"t18200412-10","t18200412-105-crimeloc602","Chapman's-court, Goodman's-yard, Minories","crimeLocation"
"t18200412-111","t18200412-111-crimeloc635","Covent-garden","crimeLocation"
"t18200412-117","t18200412-117-crimeloc671","High Holborn","crimeLocation"
"t18190915-92","t18190915-92-crimeloc494","Cheapside","crimeLocation"
"t18190915-92","t18190915-92-crimeloc495","corner of Bread-street","crimeLocation"
"t18190915-97","t18190915-97-crimeloc524","Smithfield, opposite Saunders's show in the fair","crimeLocation"
"t18191027-104","t18191027-104-crimeloc565","Long-alley, Moorfields","crimeLocation"
"t18191201-123","t18191201-123-crimeloc721","Wardour-street, Soho","crimeLocation"
"t18191201-12","t18191201-123-crimeloc721","Wardour-street, Soho","crimeLocation"
"t18191201-12","t18191201-124-crimeloc728","opposite Trafalgar-street","crimeLocation"
"t18191201-124","t18191201-124-crimeloc728","opposite Trafalgar-street","crimeLocation"
"t18200112-59","t18200112-59-crimeloc335","Ipswich Arms, Inn, Cullum-street, Fenchurch-street","crimeLocation"
"t18200112-66","t18200112-66-crimeloc374","Mauritius","crimeLocation"
"t18200112-69","t18200112-69-crimeloc394","London Bridge","crimeLocation"
"t18200112-70","t18200112-70-crimeloc399","Fetter-lane","crimeLocation"
"t18200112-73","t18200112-73-crimeloc412","Hopkins's-street, St. James's","crimeLocation"
"t18200412-118","t18200412-118-crimeloc682","Stepney","crimeLocation"
"t18200412-120","t18200412-120-crimeloc694","Strand","crimeLocation"
"t18200412-123","t18200412-123-crimeloc712","Brentford Butts","crimeLocation"
"t18200412-128","t18200412-128-crimeloc740","St. Martin's-lane","crimeLocation"
"t18200412-132","t18200412-132-crimeloc755","Hyde-street","crimeLocation"
"t18200412-135","t18200412-135-crimeloc771","Great Windmill-street","crimeLocation"
"t18200412-136","t18200412-136-crimeloc777","Clare-street","crimeLocation"
"t18191027-11","t18191027-112-crimeloc609","Key, public-house, Bell-street, Marylebone","crimeLocation"
"t18191027-112","t18191027-112-crimeloc609","Key, public-house, Bell-street, Marylebone","crimeLocation"
"t18191027-11","t18191027-113-crimeloc615","Goswell-street","crimeLocation"
"t18191027-113","t18191027-113-crimeloc615","Goswell-street","crimeLocation"
"t18191027-11","t18191027-113-crimeloc616","Glasshouse-yard","crimeLocation"
"t18230115-72","t18230115-72-crimeloc414","Wellclose-square","crimeLocation"
"t18230115-8","t18230115-8-crimeloc45","Ossulton-street, Sommers Town","crimeLocation"
"t18230115-8","t18230115-81-crimeloc459","Aldersgate street","crimeLocation"
"t18230115-81","t18230115-81-crimeloc459","Aldersgate street","crimeLocation"
"t18230115-9","t18230115-9-crimeloc51","the Minories, opposite Rosemary-lane","crimeLocation"
"t18230115-90","t18230115-90-crimeloc505","Foley-street","crimeLocation"
"t18230115-9","t18230115-90-crimeloc505","Foley-street","crimeLocation"
"t18230115-9","t18230115-93-crimeloc518","Hackney-road","crimeLocation"
"t18230115-93","t18230115-93-crimeloc518","Hackney-road","crimeLocation"
"t18230115-9","t18230115-97-crimeloc542","Barkingside","crimeLocation"
"t18230115-97","t18230115-97-crimeloc542","Barkingside","crimeLocation"
"t18230409-2","t18230409-2-crimeloc7","Chapel-street, Commercial-road","crimeLocation"
"t18230409-2","t18230409-209-crimeloc1121","John-street, Pentonville","crimeLocation"
"t18230409-209","t18230409-209-crimeloc1121","John-street, Pentonville","crimeLocation"
"t18230409-212","t18230409-212-crimeloc1141","Old George, public-house, Fulham-road","crimeLocation"
"t18230409-2","t18230409-212-crimeloc1141","Old George, public-house, Fulham-road","crimeLocation"
"t18220703-52","t18220703-52-crimeloc279","Lombard-street","crimeLocation"
"t18220703-55","t18220703-55-crimeloc294","Coleman-street","crimeLocation"
"t18220703-67","t18220703-67-crimeloc355","Brick-lane","crimeLocation"
"t18220703-7","t18220703-7-crimeloc30","London-bridge","crimeLocation"
"t18221023-45","t18221023-45-crimeloc247","Princes-street, Piccadilly","crimeLocation"
"t18221023-4","t18221023-45-crimeloc247","Princes-street, Piccadilly","crimeLocation"
"t18230115-9","t18230115-98-crimeloc548","Finchley","crimeLocation"
"t18230115-98","t18230115-98-crimeloc548","Finchley","crimeLocation"
"t18230219-11","t18230219-11-crimeloc68","Cannon-street","crimeLocation"
"t18230409-6","t18230409-6-crimeloc33","Cato-street","crimeLocation"
"t18230409-62","t18230409-62-crimeloc333","the Cock, public-house, at Hackney","crimeLocation"
"t18230409-6","t18230409-62-crimeloc333","the Cock, public-house, at Hackney","crimeLocation"
"t18230409-6","t18230409-66-crimeloc353","George-alley","crimeLocation"
"t18230409-66","t18230409-66-crimeloc353","George-alley","crimeLocation"
"t18230409-6","t18230409-67-crimeloc360","Eastcheap","crimeLocation"
"t18230409-67","t18230409-67-crimeloc360","Eastcheap","crimeLocation"
"t18230409-6","t18230409-68-crimeloc367","Fish-street-hill","crimeLocation"
"t18230409-68","t18230409-68-crimeloc367","Fish-street-hill","crimeLocation"
"t18220703-83","t18220703-83-crimeloc432","Hoxton-square","crimeLocation"
"t18220703-86","t18220703-86-crimeloc450","Great Saffron-hill","crimeLocation"
"t18220703-9","t18220703-9-crimeloc42","Holborn-hill","crimeLocation"
"t18220703-9","t18220703-91-crimeloc479","Peerless-row, City-road","crimeLocation"
"t18220703-91","t18220703-91-crimeloc479","Peerless-row, City-road","crimeLocation"
"t18220703-9","t18220703-99-crimeloc517","Nortonfalgate","crimeLocation"
"t18220703-99","t18220703-99-crimeloc517","Nortonfalgate","crimeLocation"
"t18221023-63","t18221023-63-crimeloc344","St. Pancras","crimeLocation"
"t18221023-64","t18221023-64-crimeloc350","Hoxton","crimeLocation"
"t18221023-7","t18221023-7-crimeloc33","Trevess-square, Westminster","crimeLocation"
"t18221023-71","t18221023-71-crimeloc386","Shadwell","crimeLocation"
"t18221023-7","t18221023-71-crimeloc386","Shadwell","crimeLocation"
"t18221023-99","t18221023-99-crimeloc529","Upper-street, Islington","crimeLocation"
"t18230219-132","t18230219-132-crimeloc743","Wardour-street","crimeLocation"
"t18230219-136","t18230219-136-crimeloc769","Fenchurch-buildings","crimeLocation"
"t18230409-149","t18230409-149-crimeloc793","Cheapside","crimeLocation"
"t18230409-152","t18230409-152-crimeloc805","Ray-street","crimeLocation"
"t18230409-160","t18230409-160-crimeloc844","Old-street","crimeLocation"
"t18220911-1","t18220911-11-crimeloc53","St. Mary-le-bone","crimeLocation"
"t18220911-11","t18220911-11-crimeloc53","St. Mary-le-bone","crimeLocation"
"t18220911-110","t18220911-110-crimeloc601","Gray's-buildings, Lower-road, Islington","crimeLocation"
"t18220911-1","t18220911-110-crimeloc601","Gray's-buildings, Lower-road, Islington","crimeLocation"
"t18220911-11","t18220911-110-crimeloc601","Gray's-buildings, Lower-road, Islington","crimeLocation"
"t18220911-118","t18220911-118-crimeloc644","Poplar-place, Pancras","crimeLocation"
"t18220911-1","t18220911-118-crimeloc644","Poplar-place, Pancras","crimeLocation"
"t18220911-11","t18220911-118-crimeloc644","Poplar-place, Pancras","crimeLocation"
"t18220911-12","t18220911-12-crimeloc59","Old Slaughter Coffee-house, in the parish of St. Martin in the Fields","crimeLocation"
"t18220911-1","t18220911-12-crimeloc59","Old Slaughter Coffee-house, in the parish of St. Martin in the Fields","crimeLocation"
"t18221204-104","t18221204-104-crimeloc547","Pall Mall","crimeLocation"
"t18221204-12","t18221204-123-crimeloc637","Green's yard","crimeLocation"
"t18221204-123","t18221204-123-crimeloc637","Green's yard","crimeLocation"
"t18221204-13","t18221204-13-crimeloc67","Brownlow-street","crimeLocation"
"t18221204-137","t18221204-137-crimeloc707","St. John-street","crimeLocation"
"t18221204-13","t18221204-137-crimeloc707","St. John-street","crimeLocation"
"t18221204-148","t18221204-148-crimeloc770","Saffron-hill","crimeLocation"
"t18230219-21","t18230219-21-crimeloc129","Golden-lane, near Old-street-road","crimeLocation"
"t18230219-22","t18230219-22-crimeloc134","Gray's Inn-passage","crimeLocation"
"t18230219-25","t18230219-25-crimeloc152","Newgate-street","crimeLocation"
"t18230219-3","t18230219-3-crimeloc15","Welbeck-street, Marylebone","crimeLocation"
"t18220417-50","t18220417-50-crimeloc252","the Three Crowns, public-house, Dowgate-hill","crimeLocation"
"t18220911-1","t18220911-139-crimeloc737","Stoke Newington","crimeLocation"
"t18220911-139","t18220911-139-crimeloc737","Stoke Newington","crimeLocation"
"t18221204-154","t18221204-154-crimeloc797","Fulham-bridge","crimeLocation"
"t18221204-158","t18221204-158-crimeloc817","Richard-street, Islington","crimeLocation"
"t18221204-160","t18221204-160-crimeloc826","Eagle Tavern, City Road","crimeLocation"
"t18221204-161","t18221204-161-crimeloc831","Queen-street, Soho","crimeLocation"
"t18221204-169","t18221204-169-crimeloc872","St. Margaret's, Westminster","crimeLocation"
"t18230219-3","t18230219-30-crimeloc181","Holborn-hill","crimeLocation"
"t18230219-30","t18230219-30-crimeloc181","Holborn-hill","crimeLocation"
"t18230219-40","t18230219-40-crimeloc231","Newgate-street","crimeLocation"
"t18220417-80","t18220417-80-crimeloc405","St. Andrew's Church, Holborn","crimeLocation"
"t18220417-84","t18220417-84-crimeloc430","Tottenham Court-road","crimeLocation"
"t18220417-9","t18220417-90-crimeloc457","Basinghall-street","crimeLocation"
"t18220417-90","t18220417-90-crimeloc457","Basinghall-street","crimeLocation"
"t18220911-14","t18220911-14-crimeloc68","Nicholas-lane","crimeLocation"
"t18220911-1","t18220911-14-crimeloc68","Nicholas-lane","crimeLocation"
"t18220911-14","t18220911-146-crimeloc770","Great Russell-street","crimeLocation"
"t18220911-1","t18220911-146-crimeloc770","Great Russell-street","crimeLocation"
"t18220911-146","t18220911-146-crimeloc770","Great Russell-street","crimeLocation"
"t18220911-14","t18220911-147-crimeloc775","Pall Mall","crimeLocation"
"t18260216-194","t18260216-194-crimeloc1023","Coach and Horses, public-house, King David-lane, Shadwell","crimeLocation"
"t18260216-203","t18260216-203-crimeloc1071","Feltham","crimeLocation"
"t18260406-26","t18260406-263-crimeloc1424","Gee's-court, Oxford-street","crimeLocation"
"t18260406-263","t18260406-263-crimeloc1424","Gee's-court, Oxford-street","crimeLocation"
"t18260406-26","t18260406-265-crimeloc1435","Long-acre","crimeLocation"
"t18260406-265","t18260406-265-crimeloc1435","Long-acre","crimeLocation"
"t18260406-26","t18260406-268-crimeloc1449","Black-horse-fields","crimeLocation"
"t18260406-268","t18260406-268-crimeloc1449","Black-horse-fields","crimeLocation"
"t18260406-273","t18260406-273-crimeloc1475","Homerton","crimeLocation"
"t18260406-274","t18260406-274-crimeloc1481","St. Martin's-lane","crimeLocation"
"t18260622-18","t18260622-18-crimeloc77","West-street, Smithfield","crimeLocation"
"t18260622-18","t18260622-181-crimeloc908","Connaught-square","crimeLocation"
"t18260622-181","t18260622-181-crimeloc908","Connaught-square","crimeLocation"
"t18260622-183","t18260622-183-crimeloc922","Saffron-hill","crimeLocation"
"t18260622-18","t18260622-183-crimeloc922","Saffron-hill","crimeLocation"
"t18260622-185","t18260622-185-crimeloc933","Great Queen-street, Lincoln's-inn-fields","crimeLocation"
"t18260622-18","t18260622-185-crimeloc933","Great Queen-street, Lincoln's-inn-fields","crimeLocation"
"t18260622-19","t18260622-19-crimeloc82","Vine-street, America-square","crimeLocation"
"t18260622-19","t18260622-191-crimeloc965","Vauxhall-bridge","crimeLocation"
"t18260622-191","t18260622-191-crimeloc965","Vauxhall-bridge","crimeLocation"
"t18251208-47","t18251208-47-crimeloc229","Fleet-street","crimeLocation"
"t18251208-48","t18251208-48-crimeloc235","Fleet-street","crimeLocation"
"t18251208-48","t18251208-48-crimeloc236","Bridge-street","crimeLocation"
"t18251208-58","t18251208-58-crimeloc280","No. 7, Edward-place, Ball's-pond","crimeLocation"
"t18251208-6","t18251208-6-crimeloc26","Grosvenor-street","crimeLocation"
"t18260216-212","t18260216-212-crimeloc1117","St. Paul's Church-yard","crimeLocation"
"t18260216-213","t18260216-213-crimeloc1122","Cornhill","crimeLocation"
"t18260216-24","t18260216-24-crimeloc116","Brewer-street, St. Pancras","crimeLocation"
"t18260216-25","t18260216-25-crimeloc123","Nos. 24 and 26, Norfolk-street, Strand","crimeLocation"
"t18260406-275","t18260406-275-crimeloc1486","Bray-street, Paddington","crimeLocation"
"t18260406-29","t18260406-29-crimeloc153","Throgmorton-street","crimeLocation"
"t18260406-290","t18260406-290-crimeloc1561","Gloucester-place, Camden-town","crimeLocation"
"t18260406-29","t18260406-290-crimeloc1561","Gloucester-place, Camden-town","crimeLocation"
"t18260406-29","t18260406-291-crimeloc1567","Holborn","crimeLocation"
"t18260406-291","t18260406-291-crimeloc1567","Holborn","crimeLocation"
"t18260622-104","t18260622-104-crimeloc510","No. 18, Acton-place, Kingsland-road","crimeLocation"
"t18260622-11","t18260622-11-crimeloc51","Devonshire-street","crimeLocation"
"t18260622-11","t18260622-111-crimeloc548","Little Simeon-street","crimeLocation"
"t18260622-111","t18260622-111-crimeloc548","Little Simeon-street","crimeLocation"
"t18260622-113","t18260622-113-crimeloc560","Regent-street","crimeLocation"
"t18260622-11","t18260622-113-crimeloc560","Regent-street","crimeLocation"
"t18251208-65","t18251208-65-crimeloc319","South Lambeth","crimeLocation"
"t18251208-6","t18251208-65-crimeloc319","South Lambeth","crimeLocation"
"t18251208-74","t18251208-74-crimeloc369","Holborn","crimeLocation"
"t18251208-77","t18251208-77-crimeloc386","Hospital-row, Chelsea","crimeLocation"
"t18251208-83","t18251208-83-crimeloc418","Gray's-inn-lane","crimeLocation"
"t18251208-84","t18251208-84-crimeloc424","Green-street, Leicester-square","crimeLocation"
"t18260216-29","t18260216-29-crimeloc141","Temple-bar","crimeLocation"
"t18260216-31","t18260216-31-crimeloc154","Holborn-bridge","crimeLocation"
"t18260216-31","t18260216-31-crimeloc155","Snow-hill","crimeLocation"
"t18260216-4","t18260216-4-crimeloc18","Bishopsgate-street, opposite Acorn-street","crimeLocation"
"t18260216-42","t18260216-42-crimeloc215","Millbank-street, Westminster","crimeLocation"
"t18260216-4","t18260216-42-crimeloc215","Millbank-street, Westminster","crimeLocation"
"t18260406-300","t18260406-300-crimeloc1614","White-cross-street","crimeLocation"
"t18260406-304","t18260406-304-crimeloc1634","Blackfriars","crimeLocation"
"t18260406-315","t18260406-315-crimeloc1692","Angel-street","crimeLocation"
"t18260406-316","t18260406-316-crimeloc1697","Gracechurch-street","crimeLocation"
"t18260622-150","t18260622-150-crimeloc749","Torrington-square","crimeLocation"
"t18260622-153","t18260622-153-crimeloc765","Harley-street","crimeLocation"
"t18251208-89","t18251208-89-crimeloc445","Pall Mall","crimeLocation"
"t18251208-90","t18251208-90-crimeloc452","Long-acre","crimeLocation"
"t18251208-95","t18251208-95-crimeloc477","Golden-lane","crimeLocation"
"t18251208-99","t18251208-99-crimeloc498","Compton-street","crimeLocation"
"t18260112-10","t18260112-10-crimeloc54","Bishopsgate-street-without","crimeLocation"
"t18260112-10","t18260112-102-crimeloc574","Old Compton-street","crimeLocation"
"t18260112-102","t18260112-102-crimeloc574","Old Compton-street","crimeLocation"
"t18260216-53","t18260216-53-crimeloc270","Park-street","crimeLocation"
"t18260216-57","t18260216-57-crimeloc293","Woburn-place","crimeLocation"
"t18260406-32","t18260406-32-crimeloc169","Holborn","crimeLocation"
"t18260406-325","t18260406-325-crimeloc1739","King's Arms public-house, in Philip-lane","crimeLocation"
"t18260406-32","t18260406-325-crimeloc1739","King's Arms public-house, in Philip-lane","crimeLocation"
"t18260406-49","t18260406-49-crimeloc260","Rathbone-place","crimeLocation"
"t18260406-54","t18260406-54-crimeloc291","Pentonville","crimeLocation"
"t18260622-19","t18260622-194-crimeloc983","Rose-lane, Spitalfields","crimeLocation"
"t18260622-194","t18260622-194-crimeloc983","Rose-lane, Spitalfields","crimeLocation"
"t18260622-19","t18260622-195-crimeloc989","Hay-market","crimeLocation"
"t18260622-195","t18260622-195-crimeloc989","Hay-market","crimeLocation"
"t18260622-19","t18260622-197-crimeloc1002","Refuge for the Destitute, Hackney-road","crimeLocation"
"t18260622-197","t18260622-197-crimeloc1002","Refuge for the Destitute, Hackney-road","crimeLocation"
"t18260622-203","t18260622-203-crimeloc1033","Shepherdess'-walk, City-road","crimeLocation"
"t18260622-212","t18260622-212-crimeloc1080","Crown-court, Blackfriars","crimeLocation"
"t18260112-10","t18260112-107-crimeloc603","Tabernacle-walk, Shoreditch","crimeLocation"
"t18260112-107","t18260112-107-crimeloc603","Tabernacle-walk, Shoreditch","crimeLocation"
"t18260112-11","t18260112-11-crimeloc62","College-hill, Thames-street","crimeLocation"
"t18260112-112","t18260112-112-crimeloc633","St. John-square. Clerkenwell","crimeLocation"
"t18260112-11","t18260112-112-crimeloc633","St. John-square. Clerkenwell","crimeLocation"
"t18260112-114","t18260112-114-crimeloc644","Aldgate Church","crimeLocation"
"t18260112-11","t18260112-114-crimeloc644","Aldgate Church","crimeLocation"
"t18260112-114","t18260112-114-crimeloc645","Houndsditch","crimeLocation"
"t18260112-11","t18260112-114-crimeloc645","Houndsditch","crimeLocation"
"t18260112-117","t18260112-117-crimeloc662","Cheshire-cheese, in Crutched-friars","crimeLocation"
"t18190915-249","t18190915-249-crimeloc1340","Booth-street, Spitalfields","crimeLocation"
"t18190915-250","t18190915-250-crimeloc1346","Palace-yard","crimeLocation"
"t18190421-19","t18190421-193-crimeloc1066","Tabernacle-walk","crimeLocation"
"t18190421-193","t18190421-193-crimeloc1066","Tabernacle-walk","crimeLocation"
"t18190421-19","t18190421-199-crimeloc1105","Middle-row, Holborn","crimeLocation"
"t18190421-199","t18190421-199-crimeloc1105","Middle-row, Holborn","crimeLocation"
"t18190421-202","t18190421-202-crimeloc1125","Hyam's-buildings","crimeLocation"
"t18190421-203","t18190421-203-crimeloc1131","Tottenham","crimeLocation"
"t18190421-204","t18190421-204-crimeloc1138","Hackney","crimeLocation"
"t18190526-4","t18190526-4-crimeloc23","Acton","crimeLocation"
"t18190707-4","t18190707-42-crimeloc233","coffee-shop near Covent-garden","crimeLocation"
"t18190707-42","t18190707-42-crimeloc233","coffee-shop near Covent-garden","crimeLocation"
"t18190707-50","t18190707-50-crimeloc264","Holborn Bridge","crimeLocation"
"t18190707-53","t18190707-53-crimeloc285","Miller's Wharf, Middlesex","crimeLocation"
"t18190707-54","t18190707-54-crimeloc291","Henririetta-street","crimeLocation"
"t18190707-61","t18190707-61-crimeloc325","Cheapside, opposite Queen-street","crimeLocation"
"t18190707-65","t18190707-65-crimeloc345","Fulham","crimeLocation"
"t18190915-283","t18190915-283-crimeloc1523","Wych-street","crimeLocation"
"t18190915-31","t18190915-31-crimeloc169","Lower Thames-street","crimeLocation"
"t18190915-33","t18190915-33-crimeloc179","Barbican","crimeLocation"
"t18190915-36","t18190915-36-crimeloc193","Fleet-street","crimeLocation"
"t18190915-39","t18190915-39-crimeloc210","corner of the Minories","crimeLocation"
