ID,CRIME_LOCATION,DEFENDANT_HOME
t18361024-2319,,
t18361024-2322,,
t18361024-2327,,
t18361024-2331,,
t18361024-2333,,
t18361024-2340,,
t18361024-2341,,
t18361024-2344,,
t18361024-2357,,
t18361024-2362,,
t18361024-2365,,
t18361024-2366,,
t18361024-2369,,
t18361024-2370,,
t18361024-2372,,
t18361024-2374,,
t18361024-2380,,
t18361024-2381,,
t18361024-2382,,
t18361024-2383,,
t18361024-2385,,
t18361024-2386,,
t18361024-2391,,
t18361024-2392,,
t18361024-2393,,
t18361024-3401,,
t18361024-3402,,
t18361024-3405,,
t18361024-3410,,
t18361024-3411,,
t18361024-3412,,
t18361024-3433,,
t18361024-3434,,
t18361024-3437,,
t18361024-3441,,
t18361024-3442,,
t18361024-3443,,
t18361024-3444,,
t18361024-3448,,
t18361024-3449,,
t18361024-3452,,
t18361024-3454,,
t18361024-3459,,
t18361024-3469,,
t18361024-3470,,
t18361024-3471,,
t18361024-3473,,
t18361024-3474,,
t18361024-3475,,
t18361128-102,,
t18361128-103,,
t18361128-104,,
t18361128-105,,
t18361128-107,,
t18361128-108,,
t18361128-109,,
t18361128-126,,
t18361128-130,,
t18361128-131,,
t18361128-132,,
t18361128-134,,
t18361128-15,,
t18361128-156,,
t18361128-158,,
t18361128-16,,
t18361128-162,,
t18361128-167,,
t18361128-173,,
t18361128-175,,
t18361128-176,,
t18361128-178,,
t18361128-182a,,
t18361128-19,,
t18361128-191,,
t18361128-192,,
t18361128-193,,
t18361128-194,,
t18361128-196,,
t18361128-209,,
t18361128-211,,
t18361128-212,,
t18361128-26,,
t18361128-27,,
t18361128-28,,
t18361128-31,,
t18361128-31a,,
t18361128-32a,,
t18361128-33a,,
t18361128-34,,
t18361128-34a,,
t18361128-35,,
t18361128-35a,,
t18361128-36a,,
t18361128-38,,
t18361128-38a,,
t18361128-41a,,
t18361128-42,,
t18361128-43,,
t18361128-48,,
t18361128-49a,,
t18361128-54,,
t18361128-54a,,
t18361128-55a,,
t18361128-56a,,
t18361128-57,,
t18361128-57a,,
t18361128-58,,
t18361128-60,,
t18361128-61,,
t18361128-62,,
t18361128-70,,
t18361128-71,,
t18361128-73,,
t18361128-76,,
t18361128-84,,
t18361128-87,,
t18361128-88,,
t18361128-89,,
t18361128-93,,
t18361212-230,,
t18361212-231,,
t18361212-232,,
t18361212-239,,
t18361212-240,,
t18361212-242,,
t18361212-243,,
t18361212-244,,
t18361212-245,,
t18361212-248,,
t18361212-252,,
t18361212-254,,
t18361212-255,,
t18361212-260,,
t18361212-262,,
t18361212-267,,
t18361212-269,,
t18361212-270,,
t18361212-274,,
t18361212-283,,
t18361212-287,,
t18361212-290,,
t18361212-291,,
t18361212-295,,
t18361212-301,,
t18361212-303,,
t18361212-306,,
t18361212-310,,
t18361212-311,,
t18370102-322,,
t18370102-324,,
t18370102-326,,
t18370102-328,,
t18370102-330,,
t18370102-332,,
t18370102-333,,
t18370102-335,,
t18370102-338,,
t18370102-340,,
t18370102-341,,
t18370102-343,,
t18370102-345,,
t18370102-346,,
t18370102-350,,
t18370102-354,,
t18370102-358,,
t18370102-360,,
t18370102-366,,
t18370102-368,,
t18370102-369,,
t18370102-371,,
t18370102-373,,
t18370102-377,,
t18370102-379,,
t18370102-380,,
t18370102-386,,
t18370102-388,,
t18370102-389,,
t18370102-391,,
t18370102-393,,
t18370102-396,,
t18370102-399,,
t18370102-401,,
t18370102-402,,
t18370102-405,,
t18370102-406,,
t18370102-414,,
t18370102-415,,
t18370102-418,,
t18370102-421,,
t18370102-422,,
t18370102-424,,
t18370102-427,,
t18370102-428,,
t18370102-429,,
t18370102-433,,
t18370102-441,,
t18370102-450,,
t18370102-451,,
t18370102-458,,
t18370102-459,,
t18370102-460,,
t18370102-464,,
t18370102-467,,
t18370102-470,,
t18370102-480,,
t18370102-481,,
t18370102-484,,
t18370102-485,,
t18370102-488,,
t18370102-489,,
t18370130-500,,
t18370130-501,,
t18370130-502,,
t18370130-503,,
t18370130-506,,
t18370130-508,,
t18370130-509,,
t18370130-511,,
t18370130-512,,
t18370130-513,,
t18370130-516,,
t18370130-517,,
t18370130-523,,
t18370130-524,,
t18370130-526,,
t18370130-531,,
t18370130-532,,
t18370130-535,,
t18370130-537,,
t18370130-541,,
t18370130-542,,
t18370130-543,,
t18370130-544,,
t18370130-545,,
t18370130-548,,
t18370130-551,,
t18370130-556,,
t18370130-558,,
t18370130-561,,
t18370130-566,,
t18370130-567,,
t18370130-569,,
t18370130-574,,
t18370130-581,,
t18370130-583,,
t18370130-588,,
t18370130-589,,
t18370130-594,,
t18370130-595,,
t18370130-596,,
t18370130-598,,
t18370130-601,,
t18370130-604,,
t18370130-610,,
t18370130-612,,
t18370130-617,,
t18370130-621,,
t18370130-623,,
t18370130-628,,
t18370130-631,,
t18370130-632,,
t18370130-638,,
t18370130-646,,
t18370130-651,,
t18370130-652,,
t18370130-656,,
t18370130-660,,
t18370130-663,,
t18370130-672,,
t18370130-673,,
t18370130-679,,
t18370130-683,,
t18370130-685,,
t18370130-686,,
t18370130-690,,
t18370130-692,,
t18370130-695,,
t18370130-696,,
t18370227-698,,
t18370227-703,,
t18370227-704,,
t18370227-707,,
t18370227-708,,
t18370227-709,,
t18370227-715,,
t18370227-716,,
t18370227-718,,
t18370227-721,,
t18370227-722,,
t18370227-724,,
t18370227-728,,
t18370227-737,,
t18370227-737a,,
t18370227-742,,
t18370227-743,,
t18370227-743a,,
t18370227-744,,
t18370227-749,,
t18370227-750,,
t18370227-752,,
t18370227-753,,
t18370227-754,,
t18370227-757,,
t18370227-767,,
t18370227-769,,
t18370227-772,,
t18370227-773,,
t18370227-776,,
t18370227-779,,
t18370227-780,,
t18370227-781,,
t18370227-783,,
t18370227-788,,
t18370227-791,,
t18370227-793,,
t18370227-794,,
t18370227-795,,
t18370227-799,,
t18370227-800,,
t18370227-801,,
t18370227-803,,
t18370227-805,,
t18370227-807,,
t18370227-808,,
t18370227-811,,
t18370227-812,,
t18370227-817,,
t18370227-818,,
t18370227-821,,
t18370227-824,,
t18370227-830,,
t18370227-833,,
t18370227-834,,
t18370227-836,,
t18370227-837,,
t18370227-841,,
t18370227-844,,
t18370227-845,,
t18370227-850,,
t18370227-855,,
t18370227-857,,
t18370227-859,,
t18370227-860,,
t18370227-897,,
t18370227-899,,
t18370227-906,,
t18370227-907,,
t18370227-911,,
t18370227-912,,
t18370403-1000,,
t18370403-1001,,
t18370403-1004,,
t18370403-1007,,
t18370403-1009,,
t18370403-1017,,
t18370403-1018,,
t18370403-1024,,
t18370403-1025,,
t18370403-1026,,
t18370403-1039,,
t18370403-1042,,
t18370403-1043,,
t18370403-1052,,
t18370403-1055,,
t18370403-1057,,
t18370403-1060,,
t18370403-1063,,
t18370403-1064,,
t18370403-1065,,
t18370403-1067,,
t18370403-1070,,
t18370403-1071,,
t18370403-1074,,
t18370403-1076,,
t18370403-1078,,
t18370403-1080,,
t18370403-1089,,
t18370403-1090,,
t18370403-1092,,
t18370403-1093,,
t18370403-1095,,
t18370403-1097,,
t18370403-1098,,
t18370403-1100,,
t18370403-1102,,
t18370403-1105,,
t18370403-1106,,
t18370403-1109,,
t18370403-1110,,
t18370403-1111,,
t18370403-1113,,
t18370403-1118,,
t18370403-1124,,
t18370403-1144,,
t18370403-1146,,
t18370403-1149,,
t18370403-1157,,
t18370403-917,,
t18370403-921,,
t18370403-922,,
t18370403-924,,
t18370403-925,,
t18370403-928,,
t18370403-934,,
t18370403-935,,
t18370403-936,,
t18370403-939,,
t18370403-943,,
t18370403-951,,
t18370403-953,,
t18370403-954,,
t18370403-959,,
t18370403-960,,
t18370403-963,,
t18370403-964,,
t18370403-969,,
t18370403-970,,
t18370403-976,,
t18370403-978,,
t18370403-980,,
t18370403-985,,
t18370403-989,,
t18370403-990,,
t18370403-991,,
t18370403-992,,
t18370403-996,,
t18370403-998,,
t18370403-999,,
t18370508-1164,,
t18370508-1166,,
t18370508-1167,,
t18370508-1172,,
t18370508-1175,,
t18370508-1176,,
t18370508-1177,,
t18370508-1178,,
t18370508-1179,,
t18370508-1183,,
t18370508-1184,,
t18370508-1185,,
t18370508-1188,,
t18370508-1189,,
t18370508-1196,,
t18370508-1197,,
t18370508-1200,,
t18370508-1203,,
t18370508-1206,,
t18370508-1208,,
t18370508-1212,,
t18370508-1213,,
t18370508-1215,,
t18370508-1218,,
t18370508-1220,,
t18370508-1221,,
t18370508-1225,,
t18370508-1227,,
t18370508-1228,,
t18370508-1230,,
t18370508-1232,,
t18370508-1235,,
t18370508-1237,,
t18370508-1240,,
t18370508-1245,,
t18370508-1254,,
t18370508-1255,,
t18370508-1256,,
t18370508-1260,,
t18370508-1261,,
t18370508-1263,,
t18370508-1264,,
t18370508-1265,,
t18370508-1266,,
t18370508-1268,,
t18370508-1273,,
t18370508-1275,,
t18370508-1279,,
t18370508-1280,,
t18370508-1285,,
t18370508-1293,,
t18370508-1294,,
t18370508-1295,,
t18370508-1301,,
t18370508-1302,,
t18370508-1305,,
t18370508-1309,,
t18370508-1310,,
t18370508-1311,,
t18370508-1313,,
t18370508-1322,,
t18370508-1327,,
t18370508-1329,,
t18370508-1330,,
t18370508-1331,,
t18370508-1335,,
t18370508-1336,,
t18370508-1358,,
t18370508-1360,,
t18370508-1361,,
t18370508-1362,,
t18370508-1366,,
t18370508-1367,,
t18370508-1368,,
t18370508-1371,,
t18370508-1374,,
t18370508-1376,,
t18370508-1377,,
t18370508-1380,,
t18370508-1384,,
t18370612-1393,,
t18370612-1396,,
t18370612-1397,,
t18370612-1402,,
t18370612-1406,,
t18370612-1407,,
t18370612-1409,,
t18370612-1411,,
t18370612-1412,,
t18370612-1413,,
t18370612-1414,,
t18370612-1420,,
t18370612-1429,,
t18370612-1432,,
t18370612-1436,,
t18370612-1442,,
t18370612-1443,,
t18370612-1445,,
t18370612-1447,,
t18370612-1448,,
t18370612-1450,,
t18370612-1451,,
t18370612-1453,,
t18370612-1457,,
t18370612-1458,,
t18370612-1467,,
t18370612-1471,,
t18370612-1474,,
t18370612-1475,,
t18370612-1477,,
t18370612-1478,,
t18370612-1484,,
t18370612-1485,,
t18370612-1486,,
t18370612-1500,,
t18370612-1501,,
t18370612-1502,,
t18370612-1503,,
t18370612-1504,,
t18370612-1508,,
t18370612-1509,,
t18370612-1510,,
t18370612-1513,,
t18370612-1518,,
t18370612-1522,,
t18370612-1524,,
t18370612-1525,,
t18370612-1526,,
t18370612-1532,,
t18370612-1533,,
t18370612-1535,,
t18370612-1536,,
t18370612-1543,,
t18370612-1544,,
t18370612-1546,,
t18370612-1547,,
t18370612-1550,,
t18370612-1552,,
t18370612-1553,,
t18370612-1556,,
t18370612-1559,,
t18370612-1571,,
t18370612-1573,,
t18370612-1574,,
t18370612-1575,,
t18370612-1576,,
t18370612-1577,,
t18370612-1578,,
t18370612-1582,,
t18370612-1583,,
t18370612-1586,,
t18370612-1590,,
t18370612-1594,,
t18370612-1598,,
t18370612-1604,,
t18370612-1605,,
t18370612-1606,,
t18370612-1610,,
t18370612-1613,,
t18370612-1614,,
t18370612-1616,,
t18370612-1623,,
t18370703-1635,,
t18370703-1638,,
t18370703-1640,,
t18370703-1641,,
t18370703-1643,,
t18370703-1646,,
t18370703-1648,,
t18370703-1650,,
t18370703-1651,,
t18370703-1652,,
t18370703-1653,,
t18370703-1654,,
t18370703-1663,,
t18370703-1664,,
t18370703-1666,,
t18370703-1668,,
t18370703-1673,,
t18370703-1675,,
t18370703-1677,,
t18370703-1683,,
t18370703-1684,,
t18370703-1685,,
t18370703-1686,,
t18370703-1687,,
t18370703-1689,,
t18370703-1691,,
t18370703-1693,,
t18370703-1697,,
t18370703-1698,,
t18370703-1703,,
t18370703-1710,,
t18370703-1722,,
t18370703-1723,,
t18370703-1727,,
t18370703-1728,,
t18370703-1729,,
t18370703-1730,,
t18370814-1742,,
t18370814-1745,,
t18370814-1747,,
t18370814-1748,,
t18370814-1756,,
t18370814-1760,,
t18370814-1762,,
t18370814-1764,,
t18370814-1768,,
t18370814-1769,,
t18370814-1799,,
t18370814-1802,,
t18370814-1806,,
t18370814-1807,,
t18370814-1808,,
t18370814-1810,,
t18370814-1823,,
t18370814-1824,,
t18370814-1832,,
t18370814-1834,,
t18370814-1838,,
t18370814-1841,,
t18370814-1855,,
t18370814-1858,,
t18370814-1859,,
t18370814-1860,,
t18370814-1867,,
t18370814-1868,,
t18370814-1871,,
t18370814-1879,,
t18370814-1880,,
t18370814-1881,,
t18370814-1883,,
t18370814-1884,,
t18370814-1885,,
t18370814-1886,,
t18370814-1887,,
t18370814-1888,,
t18370814-1893,,
t18370814-1894,,
t18370814-1895,,
t18370814-1897,,
t18370814-1898,,
t18370814-1905,,
t18370814-1913,,
t18370814-1919,,
t18370814-1923,,
t18370814-1925,,
t18370814-1930,,
t18370814-1931,,
t18370814-1934,,
t18370814-1935,,
t18370814-1937,,
t18370814-1938,,
t18370814-1939,,
t18370814-1941,,
t18370814-1947,,
t18370814-1958,,
t18370814-1959,,
t18370814-1961,,
t18370814-1971,,
t18370814-1972,,
t18370814-1975,,
t18370814-1976,,
t18370814-1977,,
t18370814-1982,,
t18370814-1985,,
t18370814-1988,,
t18370814-1990,,
t18370814-1994,,
t18370814-1995,,
t18370814-2003,,
t18370814-2008,,
t18370814-2012,,
t18370814-2017,,
t18370814-2018,,
t18370814-2021,,
t18370918-2034,,
t18370918-2035,,
t18370918-2036,,
t18370918-2037,,
t18370918-2038,,
t18370918-2043,,
t18370918-2046,,
t18370918-2051,,
t18370918-2052,,
t18370918-2053,,
t18370918-2057a,,
t18370918-2060,,
t18370918-2061,,
t18370918-2062,,
t18370918-2071,,
t18370918-2075,,
t18370918-2077,,
t18370918-2080,,
t18370918-2081,,
t18370918-2083,,
t18370918-2084,,
t18370918-2088,,
t18370918-2089,,
t18370918-2090,,
t18370918-2095,,
t18370918-2106,,
t18370918-2115,,
t18370918-2116,,
t18370918-2118,,
t18370918-2118a,,
t18370918-2122,,
t18370918-2129,,
t18370918-2130,,
t18370918-2132,,
t18370918-2133,,
t18370918-2137,,
t18370918-2139,,
t18370918-2142,,
t18370918-2144,,
t18370918-2146,,
t18370918-2151,,
t18370918-2156,,
t18370918-2160a,,
t18370918-2162,,
t18370918-2163,,
t18370918-2165a,,
t18370918-2167,,
t18370918-2174,,
t18370918-2174a,,
t18370918-2181,,
t18370918-2182,,
t18370918-2187,,
t18370918-2187a,,
t18370918-2196,,
t18370918-2204,,
t18370918-2205,,
t18370918-2206,,
t18370918-2212,,
t18370918-2226,,
t18370918-2229,,
t18370918-2232,,
t18370918-2233,,
t18370918-2237,,
t18370918-2238a,,
t18370918-2260,,
t18370918-3024,,
t18371023-2177,,
t18371023-2178,,
t18371023-2180,,
t18371023-2184,,
t18371023-2189,,
t18371023-2190,,
t18371023-2191,,
t18371023-2192,,
t18371023-2193,,
t18371023-2198,,
t18371023-2199,,
t18371023-2200,,
t18371023-2206,,
t18371023-2215,,
t18371023-2218,,
t18371023-2223,,
t18371023-2224,,
t18371023-2225,,
t18371023-2228,,
t18371023-2232,,
t18371023-2236,,
t18371023-2238,,
t18371023-2244,,
t18371023-2251,,
t18371023-2253,,
t18371023-2261,,
t18371023-2262,,
t18371023-2267,,
t18371023-2268,,
t18371023-2271,,
t18371023-2272,,
t18371023-2273,,
t18371023-2275,,
t18371023-2278,,
t18371023-2281,,
t18371023-2284,,
t18371023-2285,,
t18371023-2286,,
t18371023-2287,,
t18371023-2288,,
t18371023-2293,,
t18371023-2294,,
t18371023-2295,,
t18371023-2298,,
t18371023-2315,,
t18371023-2316,,
t18371023-2326,,
t18371023-2331,,
t18371023-2332,,
t18371023-2333,,
t18371023-2336,,
t18371023-2338,,
t18371023-2341a,,
t18371023-2342,,
t18371023-2343,,
t18371023-2344,,
t18371023-2346,,
t18371023-2354,,
t18371023-2355,,
t18371023-2360,,
t18371023-2361,,
t18371023-2373,,
t18371023-2374,,
t18371023-2375,,
t18371023-2378,,
t18371023-2379,,
t18371023-2382,,
t18371023-2389,,
t18371023-2390,,
t18371023-2400,,
t18371023-2409,,
t18371023-2413,,
t18371023-2414,,
t18371023-2416,,
t18371023-2417,,
t18371023-2418,,
t18371023-2428,,
t18371023-2430,,
t18371023-2434,,
t18371023-2435,,
t18371023-2441,,
t18371023-2443,,
t18371023-2445,,
t18371127-108,,
t18371127-110,,
t18371127-112,,
t18371127-113,,
t18371127-118,,
t18371127-121,,
t18371127-122,,
t18371127-124,,
t18371127-127,,
t18371127-128,,
t18371127-130,,
t18371127-131,,
t18371127-132,,
t18371127-136,,
t18371127-137,,
t18371127-138,,
t18371127-146,,
t18371127-149,,
t18371127-16,,
t18371127-165,,
t18371127-166,,
t18371127-172,,
t18371127-174,,
t18371127-176,,
t18371127-177,,
t18371127-178,,
t18371127-179,,
t18371127-18,,
t18371127-181,,
t18371127-183,,
t18371127-187,,
t18371127-188,,
t18371127-191,,
t18371127-199,,
t18371127-20,,
t18371127-202,,
t18371127-217,,
t18371127-219,,
t18371127-220,,
t18371127-221,,
t18371127-228,,
t18371127-229,,
t18371127-23,,
t18371127-230,,
t18371127-38,,
t18371127-54,,
t18371127-55,,
t18371127-56,,
t18371127-57,,
t18371127-58,,
t18371127-59,,
t18371127-6,,
t18371127-7,,
t18371127-75,,
t18371127-78,,
t18371127-81,,
t18371127-82,,
t18371127-9,,
t18371127-90,,
t18371127-91,,
t18371127-92,,
t18371127-97,,
t18371127-98,,
t18371211-233,,
t18371211-250,,
t18371211-263,,
t18371211-264,,
t18371211-266,,
t18371211-275,,
t18371211-280,,
t18371211-282,,
t18371211-285,,
t18371211-289,,
t18371211-290,,
t18371211-294,,
t18371211-295,,
t18371211-297,,
t18380101-320,,
t18380101-324,,
t18380101-328,,
t18380101-330,,
t18380101-331,,
t18380101-332,,
t18380101-336,,
t18380101-337,,
t18380101-341,,
t18380101-342,,
t18380101-343,,
t18380101-344,,
t18380101-349,,
t18380101-355,,
t18380101-369,,
t18380101-379,,
t18380101-383,,
t18380101-385,,
t18380101-386,,
t18380101-389,,
t18380101-391,,
t18380101-392,,
t18380101-395,,
t18380101-397,,
t18380101-400,,
t18380101-407,,
t18380101-408,,
t18380101-410,,
t18380101-411,,
t18380101-416,,
t18380101-417,,
t18380101-420,,
t18380101-421,,
t18380101-423,,
t18380101-426,,
t18380101-427,,
t18380101-439,,
t18380101-440,,
t18380101-444,,
t18380101-447,,
t18380101-450,,
t18380101-451,,
t18380101-456,,
t18380101-457,,
t18380101-458,,
t18380101-460,,
t18380101-461,,
t18380101-462,,
t18380129-475,,
t18380129-482,,
t18380129-489,,
t18380129-494,,
t18380129-497,,
t18380129-498,,
t18380129-502,,
t18380129-506,,
t18380129-514,,
t18380129-520,,
t18380129-523,,
t18380129-524,,
t18380129-528,,
t18380129-529,,
t18380129-533,,
t18380129-537,,
t18380129-538,,
t18380129-540,,
t18380129-556,,
t18380129-562,,
t18380129-563,,
t18380129-567,,
t18380129-568,,
t18380129-582,,
t18380129-583,,
t18380129-584,,
t18380129-586,,
t18380129-591,,
t18380129-592,,
t18380129-594,,
t18380129-597,,
t18380129-600,,
t18380129-602,,
t18380129-604,,
t18380129-606,,
t18380129-613,,
t18380129-614,,
t18380129-616,,
t18380129-617,,
t18380129-620,,
t18380129-623,,
t18380129-627,,
t18380129-630,,
t18380129-633,,
t18380129-639,,
t18380129-640,,
t18380129-647,,
t18380129-649,,
t18380129-650,,
t18380129-651,,
t18380129-652,,
t18380129-653,,
t18380129-655,,
t18380226-667,,
t18380226-669,,
t18380226-670,,
t18380226-675,,
t18380226-677,,
t18380226-681,,
t18380226-682,,
t18380226-686,,
t18380226-688,,
t18380226-690,,
t18380226-697,,
t18380226-710,,
t18380226-711,,
t18380226-712,,
t18380226-714,,
t18380226-715,,
t18380226-718,,
t18380226-720,,
t18380226-721,,
t18380226-724,,
t18380226-745,,
t18380226-746,,
t18380226-748,,
t18380226-751,,
t18380226-754,,
t18380226-755,,
t18380226-757,,
t18380226-760,,
t18380226-762,,
t18380226-789,,
t18380226-791,,
t18380226-793,,
t18380226-796,,
t18380226-797,,
t18380226-801,,
t18380226-804,,
t18380226-808,,
t18380226-810,,
t18380226-815,,
t18380226-831,,
t18380226-834,,
t18380226-837,,
t18380226-839,,
t18380226-840,,
t18380226-841,,
t18380226-843,,
t18380226-845,,
t18380226-846,,
t18380226-851,,
t18380226-852,,
t18380226-856,,
t18380226-857,,
t18380226-859,,
t18380226-860,,
t18380226-865,,
t18380226-866,,
t18380226-869,,
t18380226-887,,
t18380226-892,,
t18380226-897,,
t18380402-1001,,
t18380402-1007,,
t18380402-1019,,
t18380402-1021,,
t18380402-1023,,
t18380402-1025,,
t18380402-1026,,
t18380402-1029,,
t18380402-1032,,
t18380402-1038,,
t18380402-1039,,
t18380402-1051,,
t18380402-1055,,
t18380402-1057,,
t18380402-1062,,
t18380402-1063,,
t18380402-1065,,
t18380402-1071,,
t18380402-1072,,
t18380402-1075,,
t18380402-1076,,
t18380402-1081,,
t18380402-1087,,
t18380402-1089,,
t18380402-1092,,
t18380402-1094,,
t18380402-1096,,
t18380402-1098,,
t18380402-1124,,
t18380402-1125,,
t18380402-1127,,
t18380402-1130,,
t18380402-917,,
t18380402-922,,
t18380402-928,,
t18380402-929,,
t18380402-930,,
t18380402-932,,
t18380402-938,,
t18380402-940,,
t18380402-943,,
t18380402-944,,
t18380402-947,,
t18380402-949,,
t18380402-950,,
t18380402-951,,
t18380402-954,,
t18380402-961,,
t18380402-963,,
t18380402-964,,
t18380402-966,,
t18380402-970,,
t18380402-975,,
t18380402-980,,
t18380402-986,,
t18380402-991,,
t18380402-996,,
t18380514-1139,,
t18380514-1141,,
t18380514-1143,,
t18380514-1155,,
t18380514-1158,,
t18380514-1161,,
t18380514-1163,,
t18380514-1165,,
t18380514-1166,,
t18380514-1169,,
t18380514-1171,,
t18380514-1172,,
t18380514-1173,,
t18380514-1174,,
t18380514-1175,,
t18380514-1179,,
t18380514-1180,,
t18380514-1186,,
t18380514-1195,,
t18380514-1201,,
t18380514-1203,,
t18380514-1205,,
t18380514-1207,,
t18380514-1210,,
t18380514-1212,,
t18380514-1213,,
t18380514-1220,,
t18380514-1228,,
t18380514-1232,,
t18380514-1233,,
t18380514-1234,,
t18380514-1240,,
t18380514-1242,,
t18380514-1243,,
t18380514-1246,,
t18380514-1247,,
t18380514-1249,,
t18380514-1251,,
t18380514-1253,,
t18380514-1258,,
t18380514-1269,,
t18380514-1273,,
t18380514-1276,,
t18380514-1277,,
t18380514-1282,,
t18380514-1283,,
t18380514-1285,,
t18380514-1288,,
t18380514-1290,,
t18380514-1291,,
t18380514-1292,,
t18380514-1297,,
t18380514-1302,,
t18380514-1307,,
t18380514-1308,,
t18380514-1309,,
t18380514-1310,,
t18380514-1311,,
t18380514-1316,,
t18380514-1317,,
t18380514-1319,,
t18380514-1320,,
t18380514-1323,,
t18380514-1336,,
t18380514-1340,,
t18380514-1342,,
t18380514-1343,,
t18380514-1345,,
t18380514-1350,,
t18380514-1353,,
t18380514-1354,,
t18380514-1355,,
t18380514-1368,,
t18380514-1369,,
t18380514-1370,,
t18380514-1374,,
t18380514-1375,,
t18380514-1380,,
t18380514-1384,,
t18380514-1393,,
t18380514-1394,,
t18380514-1398,,
t18380514-1401,,
t18380514-1402,,
t18380514-1403,,
t18380514-1404,,
t18380618-1409,,
t18380618-1417,,
t18380618-1420,,
t18380618-1424,,
t18380618-1425,,
t18380618-1426,,
t18380618-1436,,
t18380618-1438,,
t18380618-1441,,
t18380618-1444,,
t18380618-1449,,
t18380618-1454,,
t18380618-1456,,
t18380618-1457,,
t18380618-1458,,
t18380618-1459,,
t18380618-1465,,
t18380618-1468,,
t18380618-1475,,
t18380618-1478,,
t18380618-1479,,
t18380618-1480,,
t18380618-1481,,
t18380618-1482,,
t18380618-1483,,
t18380618-1486,,
t18380618-1487,,
t18380618-1488,,
t18380618-1490,,
t18380618-1493,,
t18380618-1502,,
t18380618-1505,,
t18380618-1507,,
t18380618-1511,,
t18380618-1520,,
t18380618-1521,,
t18380618-1525a,,
t18380618-1526,,
t18380618-1532,,
t18380618-1533,,
t18380618-1534,,
t18380618-1535,,
t18380618-1536,,
t18380618-1537,,
t18380618-1538,,
t18380618-1540,,
t18380618-1541,,
t18380618-1543,,
t18380618-1544,,
t18380618-1581,,
t18380618-1582,,
t18380618-1583,,
t18380618-1587,,
t18380618-1596,,
t18380618-1599,,
t18380618-1605,,
t18380618-1611,,
t18380618-1612,,
t18380618-1613,,
t18380618-1620,,
t18380618-1626,,
t18380618-1628,,
t18380618-1633,,
t18380618-1636,,
t18380618-1637,,
t18380709-1650,,
t18380709-1660,,
t18380709-1663,,
t18380709-1664,,
t18380709-1674,,
t18380709-1675,,
t18380709-1679,,
t18380709-1682,,
t18380709-1685,,
t18380709-1686,,
t18380709-1690,,
t18380709-1703,,
t18380709-1709,,
t18380709-1717,,
t18380709-1721,,
t18380709-1723,,
t18380709-1729,,
t18380709-1731,,
t18380709-1735,,
t18380709-1737,,
t18380709-1739,,
t18380709-1741,,
t18380709-1742,,
t18380709-1749,,
t18380709-1750,,
t18380709-1753,,
t18380709-1755,,
t18380709-1756,,
t18380709-1761,,
t18380709-1766,,
t18380820-1771,,
t18380820-1772,,
t18380820-1773,,
t18380820-1775,,
t18380820-1778,,
t18380820-1780,,
t18380820-1784,,
t18380820-1785,,
t18380820-1788,,
t18380820-1789,,
t18380820-1790,,
t18380820-1791,,
t18380820-1793,,
t18380820-1794,,
t18380820-1797,,
t18380820-1798,,
t18380820-1802,,
t18380820-1806,,
t18380820-1807,,
t18380820-1808,,
t18380820-1809,,
t18380820-1815,,
t18380820-1820,,
t18380820-1822,,
t18380820-1825,,
t18380820-1826,,
t18380820-1827,,
t18380820-1828,,
t18380820-1829,,
t18380820-1830,,
t18380820-1831,,
t18380820-1835,,
t18380820-1839,,
t18380820-1841,,
t18380820-1849,,
t18380820-1850,,
t18380820-1851,,
t18380820-1853,,
t18380820-1854,,
t18380820-1855,,
t18380820-1856,,
t18380820-1859,,
t18380820-1862,,
t18380820-1864,,
t18380820-1865,,
t18380820-1874,,
t18380820-1877,,
t18380820-1880,,
t18380820-1882,,
t18380820-1884,,
t18380820-1886,,
t18380820-1887,,
t18380820-1888,,
t18380820-1890,,
t18380820-1893,,
t18380820-1894,,
t18380820-1896,,
t18380820-1898,,
t18380820-1901,,
t18380820-1907,,
t18380820-1908,,
t18380820-1910,,
t18380820-1916,,
t18380820-1920,,
t18380820-1921,,
t18380820-1922,,
t18380820-1924,,
t18380820-1927,,
t18380820-1928,,
t18380820-1932,,
t18380820-1942,,
t18380820-1943,,
t18380820-1944,,
t18380820-1950,,
t18380820-1951,,
t18380820-1955,,
t18380820-1957,,
t18380820-1958,,
t18380820-1960,,
t18380820-1961,,
t18380820-1962,,
t18380820-1963,,
t18380820-1967,,
t18380820-1968,,
t18380820-1969,,
t18380820-1970,,
t18380820-1971,,
t18380820-1973,,
t18380820-1974,,
t18380820-1975,,
t18380820-1977,,
t18380820-1979,,
t18380820-1980,,
t18380820-1983,,
t18380820-1986,,
t18380820-1987,,
t18380820-1998,,
t18380820-2000,,
t18380820-2008,,
t18380820-2009,,
t18380820-2010,,
t18380820-2013,,
t18380820-2019,,
t18380820-2020,,
t18380820-2023,,
t18380820-2025,,
t18380820-2026,,
t18380820-2027,,
t18380820-2028,,
t18380820-2032,,
t18380820-2037,,
t18380820-2038,,
t18380820-2046,,
t18380820-2049,,
t18380820-2063,,
t18380820-2066,,
t18380820-2067,,
t18380820-2068,,
t18380820-2069,,
t18380820-2070,,
t18380820-2076,,
t18380820-2078,,
t18380820-2084,,
t18380917-2091,,
t18380917-2092,,
