ID,CRIME_LOCATION,DEFENDANT_HOME
t18260216-206,,
t18260216-212,St. Paul's Church-yard,
t18260216-213,Cornhill,
t18260216-24,"Brewer-street, St. Pancras",
t18260216-25,"Nos. 24 and 26, Norfolk-street, Strand",
t18260216-26,,
t18260216-29,Temple-bar,
t18260216-31,Snow-hill,
t18260216-31,Snow-hill,
t18260216-4,"Bishopsgate-street, opposite Acorn-street",
t18260216-42,"Millbank-street, Westminster",
t18260216-44,,
t18260216-45,,
t18260216-46,,
t18260216-49,,
t18260216-51,,
t18260216-53,Park-street,
t18260216-57,Woburn-place,
t18260216-60,"York-square, Commercial road",
t18260216-61,,
t18260216-65,,
t18260216-67,,
t18260216-68,"Great St. Andrew-street, Seven-dials",
t18260216-70,Oxford-street,
t18260216-85,Greenhill's-rents,
t18260216-91,"No. 279, Regent-street",
t18260216-93,Uxbridge,
t18260216-94,"Little Aliff-182602160056street, Goodman's-fields",
t18260216-95,"No. 61, Earl-street, Manchester-square",
t18260216-99,Clerkenwellgreen,
t18260406-104,Cross-court,
t18260406-106,Bond-street,
t18260406-107,Oxford-street,
t18260406-107,Oxford-street,
t18260406-111,Piccadilly,
t18260406-114,,
t18260406-119,,
t18260406-12,"Angle-court, Bartholomew-lane",
t18260406-124,"White Horse, Cripplegate",
t18260406-127,"Hayes, in Middlesex",
t18260406-133,Monmouth-street,
t18260406-134,Middleton-square,
t18260406-140,Blackwall,
t18260406-143,Sun-yard,
t18260406-144,"Margaret-street, Cavendish-square",
t18260406-15,Sydenham-common,
t18260406-157,Portland-town,
t18260406-158,"Paget-street, Pentonville",
t18260406-16,,
t18260406-162,Limehouse,
t18260406-163,"Gray's Inn-lane, in Holborn",
t18260406-17,Bishopsgate-street,
t18260406-170,,
t18260406-171,James-street,
t18260406-172,George-street,
t18260406-176,Hackney,
t18260406-177,"Red Lion and Sun public-house, Highgate",
t18260406-186,"Vine-place, Shoreditch",
t18260406-188,Mile End-road,
t18260406-191,Grand Junction-road,
t18260406-193,Burton-crescent,
t18260406-198,London Docks,
t18260406-199,Kensington-square,
t18260406-200,"Strutton-ground, Westminster",
t18260406-202,"Dog and Duck, public-house, in Tottenham-court-road",
t18260406-204,"King-street, Covent-garden",
t18260406-205,"St. John-street, Clerkenwell",
t18260406-206,"St. John-street, Clerkenwell",
t18260406-207,Little Bath-street,
t18260406-208,Chiswick-wharf,
t18260406-209,Holborn,
t18260406-21,Rose and Crown public-house at Bromley,
t18260406-214,,
t18260406-215,Blue Anchor-yard,
t18260406-227,Clipstone-street,
t18260406-23,"Kingsgate-street, Holborn",
t18260406-232,Leather-lane,
t18260406-233,Lincoln's-inn-fields,
t18260406-234,Isleworth,
t18260406-235,Hillingdon,
t18260406-236,,
t18260406-241,"King-street, Soho",
t18260406-242,"Duke's Head public-house, in Old Gravel-lane",
t18260406-243,"Tyson-street, Clerkenwell",
t18260406-244,"North-street, Poplar",
t18260406-248,,
t18260406-249,High Holborn,
t18260406-252,"Coppice-row, Clerkenwell",
t18260406-257,"Little Union-street, St. George's, East",
t18260406-259,"Bainbridge-street, St. Giles's",
t18260406-26,Cheapside,
t18260406-260,"Repository, in Goswell-street",
t18260406-263,"Gee's-court, Oxford-street",
t18260406-265,Long-acre,
t18260406-268,Black-horse-fields,
t18260406-269,,
t18260406-273,Homerton,
t18260406-274,St. Martin's-lane,
t18260406-275,"Bray-street, Paddington",
t18260406-279,,
t18260406-28,,
t18260406-29,Throgmorton-street,
t18260406-290,"Gloucester-place, Camden-town",
t18260406-291,Holborn,
t18260406-295,,
t18260406-300,White-cross-street,
t18260406-303,,
t18260406-304,Blackfriars,
t18260406-315,Angel-street,
t18260406-316,Gracechurch-street,
t18260406-32,Holborn,
t18260406-322,,
t18260406-325,"King's Arms public-house, in Philip-lane",
t18260406-43,,
t18260406-49,Rathbone-place,
t18260406-54,Pentonville,
t18260406-57,"Bury-street, Edmonton",
t18260406-60,Cow-lane,
t18260406-61,Smithfield,
t18260406-63,Barbican,
t18260406-64,"Langbourn-chambers, Fenchurch-street",
t18260406-65,Bishopsgate-street,
t18260406-68,Beech-street,
t18260406-69,,
t18260406-73,Burlington-arcade,
t18260406-76,,
t18260406-82,Oxford-street,
t18260406-85,"Rose-lane, Spitalfields",
t18260406-98,Westminster,
t18260406-99,"the Coach and Horses, public-house, Westminster",
t18260511-101,"Whitecross-street, St. Luke's",
t18260511-102,Opera house,
t18260511-103,,
t18260511-104,"Great Maddox-street, St. George's",
t18260511-107,,
t18260511-108,Shadwell,
t18260511-11,Newgate-street,
t18260511-110,"Adam and Eve-court, in Oxford-street",
t18260511-112,St. James's Park,
t18260511-114,Strand,
t18260511-116,Covent-garden,
t18260511-117,East Smithfield,
t18260511-122,Hendon,
t18260511-134,Worship-street,
t18260511-135,Turnstile,
t18260511-137,Whitehall,
t18260511-138,Cork-street,
t18260511-14,Sun-street,
t18260511-142,Piccadilly,
t18260511-144,Goswell-road,
t18260511-145,Holloway,
t18260511-15,Holborn-hill,
t18260511-150,,
t18260511-151,"Aberdeen-place, Maida-hill",
t18260511-155,Cavendish-square,
t18260511-156,Ealing,
t18260511-160,"Wellington-court, Drury-lane",
t18260511-162,Oxford-street,
t18260511-170,Bride-lane,
t18260511-172,Minories,
t18260511-174,Cheapside,
t18260511-18,Millbank,
t18260511-26,Shoe-lane,
t18260511-3,"High-street, Shadwell",
t18260511-48,"Three Cups-yard, Bedford-street, Bedford-row",
t18260511-49,"Charlotte-court, Strand",
t18260511-5,"St. George, Hanover-square",
t18260511-50,Worship-street,
t18260511-52,Kentish-town,
t18260511-53,West India-docks,
t18260511-55,"Robert's-mews, Hampstead-road",
t18260511-56,Gloucester-lodge,
t18260511-57,"Cross-lane, Long-acre",
t18260511-58,Acton,
t18260511-63,"Red House public-house, on Chelsea-common",
t18260511-64,St. John's-wood,
t18260511-66,High-holborn,
t18260511-68,Piccadilly,
t18260511-69,Wentworth-street,
t18260511-71,"Marsham-street, Westminster",
t18260511-72,Treasury-yard,
t18260511-73,,
t18260511-82,,
t18260511-85,City-road,
t18260511-86,,
t18260511-89,Shoreditch,
t18260511-9,,
t18260511-90,St. Martin's-court,
t18260511-92,St. John-street-road,
t18260511-93,Uxbridge,
t18260511-96,,
t18260511-98,City-road,
t18260511-99,"King-street, Golden-square",
t18260622-101,"Farningham, in Kent",
t18260622-104,"No. 18, Acton-place, Kingsland-road",
t18260622-11,Devonshire-street,
t18260622-111,Little Simeon-street,
t18260622-113,Regent-street,
t18260622-114,,
t18260622-116,Kensington-gore,
t18260622-120,,
t18260622-124,Blue Anchor-yard,
t18260622-127,Whitechapel,
t18260622-131,"St. John-street, Clerkenwell",
t18260622-132,Ratcliffe-highway,
t18260622-136,Wapping,
t18260622-139,Epping Forest,
t18260622-140,"Albany-street, Regent's-park",
t18260622-146,,
t18260622-149,Poplar,
t18260622-150,Torrington-square,
t18260622-153,Harley-street,
t18260622-156,,
t18260622-158,,
t18260622-161,,
t18260622-164,,
t18260622-165,,
t18260622-168,,
t18260622-171,Waterloo-place,
t18260622-172,Commercial-road,
t18260622-173,Chiswell-street,
t18260622-176,the Strand,
t18260622-177,Covent-garden,
t18260622-178,,
t18260622-18,"West-street, Smithfield",
t18260622-181,Connaught-square,
t18260622-183,Saffron-hill,
t18260622-185,"Great Queen-street, Lincoln's-inn-fields",
t18260622-19,"Vine-street, America-square",
t18260622-191,Vauxhall-bridge,
t18260622-193,,
t18260622-194,"Rose-lane, Spitalfields",
t18260622-195,Hay-market,
t18260622-197,"Refuge for the Destitute, Hackney-road",
t18260622-203,"Shepherdess'-walk, City-road",
t18260622-212,"Crown-court, Blackfriars",
t18260622-218,Smithfield,
t18260622-219,the Royal Exchange,
t18260622-224,Cannon-street,
t18260622-227,Newgate,
t18260622-23,Guildhall,
t18260622-231,Aldgate High Street,
t18260622-232,,
t18260622-24,Newgate-market,
t18260622-25,Bishopsgate-street,
t18260622-26,Lower East Smithfield,
t18260622-28,"Sloane-street, Chelsea",
t18260622-37,"Fountain public-house, Virginia-row, Bethnal-green",
t18260622-40,Holborn-hill,
t18260622-44,Friday-street,
t18260622-45,St. Martin's-court,
t18260622-45,St. Martin's-court,
t18260622-66,,
t18260622-67,Lower Grosvenor-street,
t18260622-68,"York-street, St. Margaret's, Westminster",
t18260622-69,,
t18260622-71,the Strand,
t18260622-72,,
t18260622-73,"Marsham-street, Westminster",
t18260622-76,the Strand,
t18260622-80,"Wilderness-row, Chelsea",
t18260622-85,Lamb's Conduit-passage,
t18260622-87,Norton Falgate,
t18260622-9,,
t18260622-92,Whitechapel-road,
t18260622-93,,
t18260914-10,Coleman-street-buildings,
t18260914-11,,
t18260914-112,"Maiden-lane, Battle-bridge",
t18260914-118,Long-acre,
t18260914-119,"James-street, Covent-garden",
t18260914-121,,
t18260914-123,Wellclose-square,
t18260914-125,Gray's-inn-lane,
t18260914-13,"Mansfield-street, Portland-place",
t18260914-133,York-street,
t18260914-136,,
t18260914-142,Edgware-road,
t18260914-148,Stanhope-street,
t18260914-158,Maiden-lane,
t18260914-159,Park-road,
t18260914-163,Chandos-street,
t18260914-165,Old-street,
t18260914-168,"Broad-street, Bloomsbury",
t18260914-172,"Coach and Horses public-house, in St. Martin's-lane",
t18260914-174,,
t18260914-177,"Asylum, at Clapton",
t18260914-179,"Cheshire Cheese public-house, at Pimlico",
t18260914-18,Bishopsgate-street,
t18260914-184,,
t18260914-188,Hoxton-square,
t18260914-19,"Sun-street, Bishopsgate",
t18260914-192,Bath-street,
t18260914-194,Shoreditch,
t18260914-196,"Charles-street, St. George's",
t18260914-197,,
t18260914-198,,
t18260914-20,St. Paul's-church-yard,
t18260914-21,Holborn-hill,
t18260914-215,Upper East Smithfield,
t18260914-216,Goswell-street,
t18260914-220,,
t18260914-221,"Dean-street, Soho,",
t18260914-222,Curtain-road,
t18260914-226,Tower-hill,
t18260914-229,Frederick-street,
t18260914-231,"Radcliff-terrace, Goswell-street-road",
t18260914-232,"Prospect-place, Ball's-pond",
t18260914-233,Mile-end-road,
t18260914-235,Harrow-road,
t18260914-238,"High-street, Shadwell",
t18260914-24,"Crawford-street, Mary-le-bone",
t18260914-241,Shoreditch,
t18260914-248,Palace-yard,
t18260914-252,Bond-street,
t18260914-253,"King-street, Covent-garden",
t18260914-259,Rosamond-street,
t18260914-266,Bow-street,
t18260914-268,Upper East Smithfield,
t18260914-275,,
t18260914-277,"Coddicot, in Hertfordshire",
t18260914-278,Exeter-Change,
t18260914-279,Enfield-highway,
t18260914-283,Chiswick,
t18260914-288,,
t18260914-289,,
t18260914-295,General Graham public-house,
t18260914-30,,
t18260914-304,"Hendon, in Middlesex",
t18260914-307,"Cock and Lion, public-house, in Wigmore-street",
t18260914-315,"Greek-street, Soho",
t18260914-321,,
t18260914-326,"Thayer-street, Manchester-square",
t18260914-327,Almonry,
t18260914-328,Strand,
t18260914-329,Kensington-gardens,
t18260914-330,Piccadilly,
t18260914-331,Haymarket,
t18260914-334,Holborn,
t18260914-337,High Holborn,
t18260914-345,Southampton-row,
t18260914-350,Cato-street,
t18260914-352,Buckridge-street,
t18260914-357,"Southampton-row, Bloomsbury",
t18260914-358,Foundling estate,
t18260914-361,"Regent's-canal, near Primrose-hill",
t18260914-363,York-terrace,
t18260914-369,Lisle-street,
t18260914-37,Ludgate-hill,
t18260914-370,Portland-town,
t18260914-371,Holborn,
t18260914-372,Lincoln's Inn-fields,
t18260914-375,"Peartree-court, Ratcliff-highway",
t18260914-381,"Park-terrace, Lambeth",
t18260914-385,Tottenham-court-road,
t18260914-387,Sackville-street,
t18260914-39,"Blue Boar, public-house, Sparrow-corner, Minories",
t18260914-390,Soho-square,
t18260914-393,Copenhagen-fields,
t18260914-396,Blue Anchor-court,
t18260914-4,Grove-end-road,
t18260914-40,Bishopsgate-street,
t18260914-406,"Bedford-street, Covent-garden",
t18260914-410,Haymarket,
t18260914-414,"Castle-court, Castle-lane, Westminster",
t18260914-418,"St. Dunstan, Stepney",
t18260914-419,"Crown-court, Westminster",
t18260914-422,Grafton-street,
t18260914-424,Fulham,
t18260914-427,"Rose-alley, Eagle-street, Holborn",
t18260914-433,"High-street, Bloomsbury",
t18260914-434,Exmouth-street,
t18260914-435,"Berners-street, Commercial-road",
t18260914-436,"St. Martin's-court, in St. Martin's-lane",
t18260914-44,"New-cut, near the tunnel",
t18260914-440,,
t18260914-442,Ludgate-hill,
t18260914-445,Fleet-street,
t18260914-449,Shoe-lane,
t18260914-450,"Boltin-Tun, Fleet-street",
t18260914-453,"Duke-street, Smithfield",
t18260914-457,,
t18260914-458,Bread-street,
t18260914-461,"Tilburn-street, Thomas-street",
t18260914-464,Chequer's-yard,
t18260914-467,"Jewin-street, Cripplegate",
t18260914-468,"Stoney-lane, Hounsditch",
t18260914-469,"Water-lane, Fleet-street",
t18260914-47,"Bagnio-court, Newgate-street",
t18260914-470,"New Castle-street, Fleet-market",
t18260914-473,Aldersgate street,
t18260914-479,Leadenhall-street,
t18260914-480,Cateaton-street,
t18260914-5,,
t18260914-54,,
t18260914-6,St. Bartholomew fair,
t18260914-64,Eastcheap,
t18260914-67,Cow-lane,
t18260914-78,Holborn-hill,
t18260914-79,Poultry,
t18260914-8,Basinghall-street,
t18260914-90,"Lemon-street, Whitechapel",
t18260914-92,,
t18260914-98,"New Round-court, Strand",
t18261026-10,"King-street, Snow-hill",
t18261026-100,"Pump-court, Westminster",
t18261026-102,the Strand,
t18261026-103,Mile-end-road,
t18261026-104,"Oxford-street, Mile-end Old-town",
t18261026-106,Wilsden,
t18261026-108,Wells-street,
t18261026-109,,
t18261026-11,"Norwich-court, Fetter-lane",
t18261026-114,Samuel-street Stepney,
t18261026-115,Bryanston-square,
t18261026-117,Clerkenwell,
t18261026-118,Spafields,
t18261026-122,Stepney,
t18261026-122,Stepney,
t18261026-124,"Crooked Billet public-house, Portsmouth-street, Lincoln's Inn-fields",
t18261026-125,"Red Lion public-house, at Hillingdon",
t18261026-126,"Red Lion public-house, Robert-street, Grosvenor-square",
t18261026-127,Bolton-row,
t18261026-129,Fortune-gate,
t18261026-13,Little Moorfields,
t18261026-130,"Broadway, Westminster",
t18261026-138,"Prospect Cottages, Barnsbury-park, Islington",
t18261026-14,Bridgwater-square,
t18261026-143,"Little Queen-street, Lincoln's Inn-fields",
t18261026-148,"No. 4, Titchbourn-court, Holborn",
t18261026-149,Commercial-road turnpike,
t18261026-153,"Garnet-place, Clerkenwell",
t18261026-154,"Bedford eating-house, Bedford-street",
t18261026-155,"Wheeler-street, Spitalfields",
t18261026-16,,
t18261026-160,,
t18261026-168,Norton Falgate,
t18261026-169,"West-street, Saffron-hill",
t18261026-170,New-road,
t18261026-176,Commercial-road,
t18261026-179,West-street,
t18261026-182,Wellington-street,
t18261026-183,"Little George-street, Bethnal-green",
t18261026-184,,
t18261026-187,,
t18261026-191,"Sun-yard, Lower East Smithfield",
t18261026-192,"John-street, Fitzroy-square",
t18261026-193,,
t18261026-194,Bethnal-green,
t18261026-196,Brick-lane,
t18261026-197,,
t18261026-199,Wentworth-street,
t18261026-201,,
t18261026-202,"King's Head public-house, at Hampstead",
t18261026-203,"Union-street, Spitalfields",
t18261026-205,Hanway-yard,
t18261026-206,Golden-lane,
t18261026-207,"Irongate, St. Catherine's",
t18261026-21,"Fisher's-place, Palmer's-village, Westminster",
t18261026-210,Gray's Inn-lane-road,
t18261026-212,"Golden Anchor public-house, Golden-lane",
t18261026-213,Poplar,
t18261026-214,Green-park,
t18261026-229,"St. George, Hanover-square",
t18261026-230,"Aston, near Birmingham",
t18261026-231,,
t18261026-237,,
t18261026-238,,
t18261026-239,,
t18261026-244,High Holborn,
t18261026-250,,
t18261026-254,,
t18261026-255,,
t18261026-28,Fleet-market,
t18261026-35,Hampstead,
t18261026-36,"No. 5, Jamaica-street, Commercial-road, in the parish of Stepney",
t18261026-39,Berwick-street,
t18261026-4,"No. 20, Dock-street, Commercial-road",
t18261026-43,Chiswell-street,
t18261026-44,,
t18261026-45,Smithfield pig-market,
t18261026-46,Tower-street,
t18261026-48,,
t18261026-57,"King-street, Smithfield",
t18261026-6,"No. 25, Jermyn-street",
t18261026-63,Ludgate-hill,
t18261026-65,the Strand,
t18261026-66,,
t18261026-7,St. Pancras Lane,
t18261026-71,"Devonshire-street, Lisson-grove",
t18261026-73,,
t18261026-76,,
t18261026-79,Waterloo-road,
t18261026-8,Holborn-hill,
t18261026-83,Warwick-lane,
t18261026-85,,
t18261026-86,,
t18261026-88,the Strand,
t18261026-89,Soho Bazaar,
t18261026-90,"St. Ann's-court, Westminster",
t18261026-91,the Strand,
t18261026-93,"No. 11, Carnaby-street",
t18261026-96,"New-street, Covent-garden",
t18261026-97,,
t18261026-99,"Bear-street, Leicester-square",
t18261207-100,"Eagle-street, Red Lion-square",
t18261207-102,,
t18261207-108,"Southampton-crescent, Euston-square",
t18261207-109,Kingsland,
t18261207-116,Stoke Newington,
t18261207-117,"Wapping-street, opposite Execution-dock",
t18261207-117,"Wapping-street, opposite Execution-dock",
t18261207-118,"New-street, Covent-garden",
t18261207-119,Leicester-square,
t18261207-120,Pound-lane,
t18261207-120,Pound-lane,
t18261207-122,"Orchard-street, Westminster",
t18261207-125,"Salisbury Arms, King-street, Smithfield",
t18261207-126,"George-street, Grosvenor-square",
t18261207-128,George-street,
t18261207-129,"Seward-street, Goswell-street",
t18261207-132,"Rose and Crown-court, Essex-street",
t18261207-133,City-road,
t18261207-134,Upper Gloucester-street,
t18261207-135,Church-street,
t18261207-135,Church-street,
t18261207-136,Church-street,
t18261207-136,Church-street,
t18261207-14,"Star-court, Bread-street",
t18261207-148,"Ann-street, Spafields",
t18261207-153,"Drury-court, Strand",
t18261207-155,"Bainbridge-street, St. Giles",
t18261207-156,"Broad-street, Bloomsbury",
t18261207-158,Guildford,
t18261207-160,St. Giles,
t18261207-165,"Black-horse-yard, Whitechapel",
t18261207-172,,
t18261207-173,"Crown-street, Finsbury",
t18261207-176,Glasshouse-street,
t18261207-178,Edgeware-road,
t18261207-179,Ratcliffe-highway,
t18261207-180,"Duck-yard, Duck-lane",
t18261207-186,Somers-town,
t18261207-186,Somers-town,
t18261207-188,Cleveland-street,
t18261207-189,"York-street, Portman-square",
t18261207-192,Little Saffron-hill,
t18261207-202,London Apprentice public-house,
t18261207-206,Poland-street,
t18261207-208,"Bury-street, Bloomsbury",
t18261207-209,St. James's-place,
t18261207-21,Pope's Head-alley,
t18261207-211,,
t18261207-214,Kensington,
t18261207-217,"Murrell-green, near Basingstoke, in Odiham parish",
t18261207-219,,
t18261207-22,Fleet-street,
t18261207-221,"Church-row, St. Pancrass",
t18261207-222,"Mansel-street, Goodman's-fields",
t18261207-223,"Dorrington-street, Clerkenwell",
t18261207-226,Shadwell,
t18261207-23,,
t18261207-234,"Orchard-street, Westminster",
t18261207-235,"Henry-street, Lambeth",
t18261207-237,"Dartmouth-street, Westminster",
t18261207-241,Monument-yard,
