"ID","DATESTAMP"
"t17210301-10","3/1/1721"
"t17201012-12","10/12/1720"
"t17201012-16","10/12/1720"
"t17201012-8","10/12/1720"
"t17201207-15","12/7/1720"
"t17201207-24","12/7/1720"
"t17210419-29","4/19/1721"
"t17210419-4","4/19/1721"
"t17210301-21","3/1/1721"
"t17210301-28","3/1/1721"
"t17210301-43","3/1/1721"
"t17210301-51","3/1/1721"
"t17210301-9","3/1/1721"
"t17210419-16","4/19/1721"
"t17210525-11","5/25/1721"
"t17210525-48","5/25/1721"
"t17210525-52","5/25/1721"
"t17210712-4","7/12/1721"
"t17210830-1","8/30/1721"
"t17211206-51","12/6/1721"
"t17211011-19","10/11/1721"
"t17211206-26","12/6/1721"
"t17211206-27","12/6/1721"
"t17211206-37","12/6/1721"
"t17220404-3","4/4/1722"
"t17220112-1","1/12/1722"
"t17220112-31","1/12/1722"
"t17220228-27","2/28/1722"
"t17220228-33","2/28/1722"
"t17241014-66","10/14/1724"
"t17241014-67","10/14/1724"
"t17260114-3","1/14/1726"
"t17241204-33","12/4/1724"
"t17241204-4","12/4/1724"
"t17241014-7","10/14/1724"
"t17260302-10","3/2/1726"
"t17260302-15","3/2/1726"
"t17241204-5","12/4/1724"
"t17241204-51","12/4/1724"
"t17250407-49","4/7/1725"
"t17241204-56","12/4/1724"
"t17241204-78","12/4/1724"
"t17251013-24","10/13/1725"
"t17250115-21","1/15/1725"
"t17250630-14","6/30/1725"
"t17251013-36","10/13/1725"
"t17260302-77","3/2/1726"
"t17260302-8","3/2/1726"
"t17260302-88","3/2/1726"
"t17250630-21","6/30/1725"
"t17260420-33","4/20/1726"
"t17260420-36","4/20/1726"
"t17260420-37","4/20/1726"
"t17250630-32","6/30/1725"
"t17250224-13","2/24/1725"
"t17250224-14","2/24/1725"
"t17260302-97","3/2/1726"
"t17260420-10","4/20/1726"
"t17250630-71","6/30/1725"
"t17251208-39","12/8/1725"
"t17260420-46","4/20/1726"
"t17260420-51","4/20/1726"
"t17250224-36","2/24/1725"
"t17260711-33","7/11/1726"
"t17251208-71","12/8/1725"
"t17251208-73","12/8/1725"
"t17250827-30","8/27/1725"
"t17250827-36","8/27/1725"
"t17250827-47","8/27/1725"
"t17251208-83","12/8/1725"
"t17251208-86","12/8/1725"
"t17250407-12","4/7/1725"
"t17250827-48","8/27/1725"
"t17250827-5","8/27/1725"
"t17260114-1","1/14/1726"
"t17250407-28","4/7/1725"
"t17250407-31","4/7/1725"
"t17241014-5","10/14/1724"
"t17260114-28","1/14/1726"
"t17241204-19","12/4/1724"
"t17231016-18","10/16/1723"
"t17240415-17","4/15/1724"
"t17220510-26","5/10/1722"
"t17230227-1","2/27/1723"
"t17231016-34","10/16/1723"
"t17240521-1","5/21/1724"
"t17240521-10","5/21/1724"
"t17240521-18","5/21/1724"
"t17240521-2","5/21/1724"
"t17220510-31","5/10/1722"
"t17230227-17","2/27/1723"
"t17230227-18","2/27/1723"
"t17230227-2","2/27/1723"
"t17231016-5","10/16/1723"
"t17240521-30","5/21/1724"
"t17220704-15","7/4/1722"
"t17231016-61","10/16/1723"
"t17231016-7","10/16/1723"
"t17220704-39","7/4/1722"
"t17230227-51","2/27/1723"
"t17231204-12","12/4/1723"
"t17240708-18","7/8/1724"
"t17240708-25","7/8/1724"
"t17230227-63","2/27/1723"
"t17230227-9","2/27/1723"
"t17231204-31","12/4/1723"
"t17220704-64","7/4/1722"
"t17220704-8","7/4/1722"
"t17220704-9","7/4/1722"
"t17220907-29","9/7/1722"
"t17240117-14","1/17/1724"
"t17240117-18","1/17/1724"
"t17220907-30","9/7/1722"
"t17220907-39","9/7/1722"
"t17240117-38","1/17/1724"
"t17240708-60","7/8/1724"
"t17240708-64","7/8/1724"
"t17220907-47","9/7/1722"
"t17220907-51","9/7/1722"
"t17220907-59","9/7/1722"
"t17230530-32","5/30/1723"
"t17240117-54","1/17/1724"
"t17240117-63","1/17/1724"
"t17240812-33","8/12/1724"
"t17240812-4","8/12/1724"
"t17220907-65","9/7/1722"
"t17240117-66","1/17/1724"
"t17240117-69","1/17/1724"
"t17240226-1","2/26/1724"
"t17230710-26","7/10/1723"
"t17240226-19","2/26/1724"
"t17240812-15","8/12/1724"
"t17240812-18","8/12/1724"
"t17240812-9","8/12/1724"
"t17241014-11","10/14/1724"
"t17230828-20","8/28/1723"
"t17240226-50","2/26/1724"
"t17240708-32","7/8/1724"
"t17240708-37","7/8/1724"
"t17240708-38","7/8/1724"
"t17230828-42","8/28/1723"
"t17240226-70","2/26/1724"
"t17220404-43","4/4/1722"
"t17220404-5","4/4/1722"
"t17230116-12","1/16/1723"
"t17230828-5","8/28/1723"
"t17230828-59","8/28/1723"
"t17240226-83","2/26/1724"
"t17240226-87","2/26/1724"
"t17220404-56","4/4/1722"
"t17230116-30","1/16/1723"
"t17230116-31","1/16/1723"
"t17230828-7","8/28/1723"
"t17231016-10","10/16/1723"
"t17231016-13","10/16/1723"
"t17290226-5","2/26/1729"
"t17301014-18","10/14/1730"
"t17290416-20","4/16/1729"
"t17291015-81","10/15/1729"
"t17290226-63","2/26/1729"
"t17291015-82","10/15/1729"
"t17290416-55","4/16/1729"
"t17291203-39","12/3/1729"
"t17300408-8","4/8/1730"
"t17301204-20","12/4/1730"
"t17291203-46","12/3/1729"
"t17300513-20","5/13/1730"
"t17300513-24","5/13/1730"
"t17310115-72","1/15/1731"
"t17291203-9","12/3/1729"
"t17300513-30","5/13/1730"
"t17300513-31","5/13/1730"
"t17300513-33","5/13/1730"
"t17300116-12","1/16/1730"
"t17300513-7","5/13/1730"
"t17300704-15","7/4/1730"
"t17310115-35","1/15/1731"
"t17300116-27","1/16/1730"
"t17300116-4","1/16/1730"
"t17300704-37","7/4/1730"
"t17300704-43","7/4/1730"
"t17310224-21","2/24/1731"
"t17290709-42","7/9/1729"
"t17290709-44","7/9/1729"
"t17290709-45","7/9/1729"
"t17290709-55","7/9/1729"
"t17290709-56","7/9/1729"
"t17300704-46","7/4/1730"
"t17301204-57","12/4/1730"
"t17290827-14","8/27/1729"
"t17300704-57","7/4/1730"
"t17300828-1","8/28/1730"
"t17300828-15","8/28/1730"
"t17290827-19","8/27/1729"
"t17290827-23","8/27/1729"
"t17290827-27","8/27/1729"
"t17300228-19","2/28/1730"
"t17300228-25","2/28/1730"
"t17300828-17","8/28/1730"
"t17300828-18","8/28/1730"
"t17310224-25","2/24/1731"
"t17290827-47","8/27/1729"
"t17290827-5","8/27/1729"
"t17300228-36","2/28/1730"
"t17300228-43","2/28/1730"
"t17300228-45","2/28/1730"
"t17300828-4","8/28/1730"
"t17310115-10","1/15/1731"
"t17291015-21","10/15/1729"
"t17291015-28","10/15/1729"
"t17300828-51","8/28/1730"
"t17300828-53","8/28/1730"
"t17310115-69","1/15/1731"
"t17310115-7","1/15/1731"
"t17300408-17","4/8/1730"
"t17300828-55","8/28/1730"
"t17300828-57","8/28/1730"
"t17301204-44","12/4/1730"
"t17291015-42","10/15/1729"
"t17300828-67","8/28/1730"
"t17290416-14","4/16/1729"
"t17290416-15","4/16/1729"
"t17280117-1","1/17/1728"
"t17260831-15","8/31/1726"
"t17260831-18","8/31/1726"
"t17270412-33","4/12/1727"
"t17261012-18","10/12/1726"
"t17280117-6","1/17/1728"
"t17280228-12","2/28/1728"
"t17280228-15","2/28/1728"
"t17281016-38","10/16/1728"
"t17281016-45","10/16/1728"
"t17261012-20","10/12/1726"
"t17270517-14","5/17/1727"
"t17280228-20","2/28/1728"
"t17281016-51","10/16/1728"
"t17281016-6","10/16/1728"
"t17261012-44","10/12/1726"
"t17261207-13","12/7/1726"
"t17270517-17","5/17/1727"
"t17280228-41","2/28/1728"
"t17280228-46","2/28/1728"
"t17281204-13","12/4/1728"
"t17280228-52","2/28/1728"
"t17281204-25","12/4/1728"
"t17280501-1","5/1/1728"
"t17281204-55","12/4/1728"
"t17281204-9","12/4/1728"
"t17290116-13","1/16/1729"
"t17261207-58","12/7/1726"
"t17270705-17","7/5/1727"
"t17270705-24","7/5/1727"
"t17280605-16","6/5/1728"
"t17261207-66","12/7/1726"
"t17270705-30","7/5/1727"
"t17280605-27","6/5/1728"
"t17280605-37","6/5/1728"
"t17280605-4","6/5/1728"
"t17270113-4","1/13/1727"
"t17270113-42","1/13/1727"
"t17270830-25","8/30/1727"
"t17290226-15","2/26/1729"
"t17290226-18","2/26/1729"
"t17290226-20","2/26/1729"
"t17270113-49","1/13/1727"
"t17270222-15","2/22/1727"
"t17270830-49","8/30/1727"
"t17280717-3","7/17/1728"
"t17270222-23","2/22/1727"
"t17271017-3","10/17/1727"
"t17280717-6","7/17/1728"
"t17280828-1","8/28/1728"
"t17290116-44","1/16/1729"
"t17290116-46","1/16/1729"
"t17270222-30","2/22/1727"
"t17271017-5","10/17/1727"
"t17271017-8","10/17/1727"
"t17280828-12","8/28/1728"
"t17281204-22","12/4/1728"
"t17270222-39","2/22/1727"
"t17280828-30","8/28/1728"
"t17280828-37","8/28/1728"
"t17260711-44","7/11/1726"
"t17270222-50","2/22/1727"
"t17271206-41","12/6/1727"
"t17271206-43","12/6/1727"
"t17280828-39","8/28/1728"
"t17260711-72","7/11/1726"
"t17331010-6","10/10/1733"
"t17351210-10","12/10/1735"
"t17351210-18","12/10/1735"
"t17340911-38","9/11/1734"
"t17331205-17","12/5/1733"
"t17351210-31","12/10/1735"
"t17351210-33","12/10/1735"
"t17351210-48","12/10/1735"
"t17331205-6","12/5/1733"
"t17350226-7","2/26/1735"
"t17350226-70","2/26/1735"
"t17351210-65","12/10/1735"
"t17340116-18","1/16/1734"
"t17340116-2","1/16/1734"
"t17351210-75","12/10/1735"
"t17360115-1","1/15/1736"
"t17340116-35","1/16/1734"
"t17341204-13","12/4/1734"
"t17350416-41","4/16/1735"
"t17350416-42","4/16/1735"
"t17360115-15","1/15/1736"
"t17341204-20","12/4/1734"
"t17341204-31","12/4/1734"
"t17350416-55","4/16/1735"
"t17350416-6","4/16/1735"
"t17340227-42","2/27/1734"
"t17341204-34","12/4/1734"
"t17350522-14","5/22/1735"
"t17350522-35","5/22/1735"
"t17340424-12","4/24/1734"
"t17341204-73","12/4/1734"
"t17350116-1","1/16/1735"
"t17350116-14","1/16/1735"
"t17360505-1","5/5/1736"
"t17360505-13","5/5/1736"
"t17340424-24","4/24/1734"
"t17350702-29","7/2/1735"
"t17350702-47","7/2/1735"
"t17360225-1","2/25/1736"
"t17340424-31","4/24/1734"
"t17350116-35","1/16/1735"
"t17350911-12","9/11/1735"
"t17360225-37","2/25/1736"
"t17340424-9","4/24/1734"
"t17340630-1","6/30/1734"
"t17350116-61","1/16/1735"
"t17350911-31","9/11/1735"
"t17360505-15","5/5/1736"
"t17360505-17","5/5/1736"
"t17360505-19","5/5/1736"
"t17350226-11","2/26/1735"
"t17350911-36","9/11/1735"
"t17350911-39","9/11/1735"
"t17350911-7","9/11/1735"
"t17360225-4","2/25/1736"
"t17350226-37","2/26/1735"
"t17350911-93","9/11/1735"
"t17351015-11","10/15/1735"
"t17360115-31","1/15/1736"
"t17340911-25","9/11/1734"
"t17351015-4","10/15/1735"
"t17320705-26","7/5/1732"
"t17320705-3","7/5/1732"
"t17330221-37","2/21/1733"
"t17330221-45","2/21/1733"
"t17320906-13","9/6/1732"
"t17330221-50","2/21/1733"
"t17311208-3","12/8/1731"
"t17311208-45","12/8/1731"
"t17320906-34","9/6/1732"
"t17330404-11","4/4/1733"
"t17330404-23","4/4/1733"
"t17310428-58","4/28/1731"
"t17311208-62","12/8/1731"
"t17320906-48","9/6/1732"
"t17320906-51","9/6/1732"
"t17310602-20","6/2/1731"
"t17310602-25","6/2/1731"
"t17310602-26","6/2/1731"
"t17320906-75","9/6/1732"
"t17320906-77","9/6/1732"
"t17320906-8","9/6/1732"
"t17330404-55","4/4/1733"
"t17310602-41","6/2/1731"
"t17320114-34","1/14/1732"
"t17330510-37","5/10/1733"
"t17310602-6","6/2/1731"
"t17310714-32","7/14/1731"
"t17310714-35","7/14/1731"
"t17310714-36","7/14/1731"
"t17321206-2","12/6/1732"
"t17321206-21","12/6/1732"
"t17330912-7","9/12/1733"
"t17310714-45","7/14/1731"
"t17320223-39","2/23/1732"
"t17330628-1","6/28/1733"
"t17330628-11","6/28/1733"
"t17330628-15","6/28/1733"
"t17330628-19","6/28/1733"
"t17330628-22","6/28/1733"
"t17310714-6","7/14/1731"
"t17310714-9","7/14/1731"
"t17320419-23","4/19/1732"
"t17330912-20","9/12/1733"
"t17310908-22","9/8/1731"
"t17310908-34","9/8/1731"
"t17320419-32","4/19/1732"
"t17320419-35","4/19/1732"
"t17321206-55","12/6/1732"
"t17321206-58","12/6/1732"
"t17321206-6","12/6/1732"
"t17310908-44","9/8/1731"
"t17310908-48","9/8/1731"
"t17310908-61","9/8/1731"
"t17320525-18","5/25/1732"
"t17310908-62","9/8/1731"
"t17310908-64","9/8/1731"
"t17310908-67","9/8/1731"
"t17310908-74","9/8/1731"
"t17320525-21","5/25/1732"
"t17330912-41","9/12/1733"
"t17320525-33","5/25/1732"
"t17330112-9","1/12/1733"
"t17330404-9","4/4/1733"
"t17311013-2","10/13/1731"
"t17320525-4","5/25/1732"
"t17330221-22","2/21/1733"
"t17330221-31","2/21/1733"
"t17311013-5","10/13/1731"
"t17311208-14","12/8/1731"
"t17381206-31","12/6/1738"
"t17381206-33","12/6/1738"
"t17400903-6","9/3/1740"
"t17390117-23","1/17/1739"
"t17390117-30","1/17/1739"
"t17390117-33","1/17/1739"
"t17390906-3","9/6/1739"
"t17381206-41","12/6/1738"
"t17381206-48","12/6/1738"
"t17390117-4","1/17/1739"
"t17390117-5","1/17/1739"
"t17391205-12","12/5/1739"
"t17400416-28","4/16/1740"
"t17401015-48","10/15/1740"
"t17390221-49","2/21/1739"
"t17391205-18","12/5/1739"
"t17391205-28","12/5/1739"
"t17400416-47","4/16/1740"
"t17390502-10","5/2/1739"
"t17391205-47","12/5/1739"
"t17400522-25","5/22/1740"
"t17400522-26","5/22/1740"
"t17390502-12","5/2/1739"
"t17400709-13","7/9/1740"
"t17401204-24","12/4/1740"
"t17390502-37","5/2/1739"
"t17391205-7","12/5/1739"
"t17391205-8","12/5/1739"
"t17400709-31","7/9/1740"
"t17401204-8","12/4/1740"
"t17390502-52","5/2/1739"
"t17390502-56","5/2/1739"
"t17400116-11","1/16/1740"
"t17400116-15","1/16/1740"
"t17400709-4","7/9/1740"
"t17390502-73","5/2/1739"
"t17400709-42","7/9/1740"
"t17400709-51","7/9/1740"
"t17401204-48","12/4/1740"
"t17401204-5","12/4/1740"
"t17400116-38","1/16/1740"
"t17400709-61","7/9/1740"
"t17410116-3","1/16/1741"
"t17410225-32","2/25/1741"
"t17410225-41","2/25/1741"
"t17400227-10","2/27/1740"
"t17400903-20","9/3/1740"
"t17390718-15","7/18/1739"
"t17390718-21","7/18/1739"
"t17400227-4","2/27/1740"
"t17390718-35","7/18/1739"
"t17400903-38","9/3/1740"
"t17381206-1","12/6/1738"
"t17381206-17","12/6/1738"
"t17400903-55","9/3/1740"
"t17390117-17","1/17/1739"
"t17370706-21","7/6/1737"
"t17380113-9","1/13/1738"
"t17360505-5","5/5/1736"
"t17361208-32","12/8/1736"
"t17361208-35","12/8/1736"
"t17361208-36","12/8/1736"
"t17361208-37","12/8/1736"
"t17370706-26","7/6/1737"
"t17380222-34","2/22/1738"
"t17360505-58","5/5/1736"
"t17361208-48","12/8/1736"
"t17380222-48","2/22/1738"
"t17380222-55","2/22/1738"
"t17360505-80","5/5/1736"
"t17361208-70","12/8/1736"
"t17370907-5","9/7/1737"
"t17370907-53","9/7/1737"
"t17380412-15","4/12/1738"
"t17360610-15","6/10/1736"
"t17360610-25","6/10/1736"
"t17360610-26","6/10/1736"
"t17371012-18","10/12/1737"
"t17360610-39","6/10/1736"
"t17370114-26","1/14/1737"
"t17370114-34","1/14/1737"
"t17371012-20","10/12/1737"
"t17380628-12","6/28/1738"
"t17360610-5","6/10/1736"
"t17370216-10","2/16/1737"
"t17370216-12","2/16/1737"
"t17380906-4","9/6/1738"
"t17370216-26","2/16/1737"
"t17370216-27","2/16/1737"
"t17371207-37","12/7/1737"
"t17380518-15","5/18/1738"
"t17370216-45","2/16/1737"
"t17370216-47","2/16/1737"
"t17371207-42","12/7/1737"
"t17371207-44","12/7/1737"
"t17371207-49","12/7/1737"
"t17381011-2","10/11/1738"
"t17360908-10","9/8/1736"
"t17370420-23","4/20/1737"
"t17371207-63","12/7/1737"
"t17380518-25","5/18/1738"
"t17380518-5","5/18/1738"
"t17371207-65","12/7/1737"
"t17371207-70","12/7/1737"
"t17360908-65","9/8/1736"
"t17370420-62","4/20/1737"
"t17380113-17","1/13/1738"
"t17380412-45","4/12/1738"
"t17370420-9","4/20/1737"
"t17380113-25","1/13/1738"
"t17380113-34","1/13/1738"
"t17361208-17","12/8/1736"
"t17370526-18","5/26/1737"
"t17370526-34","5/26/1737"
"t17370526-38","5/26/1737"
"t17380113-38","1/13/1738"
"t17380113-40","1/13/1738"
"t17370526-6","5/26/1737"
"t17430629-37","6/29/1743"
"t17430907-13","9/7/1743"
"t17440113-25","1/13/1744"
"t17450116-4","1/16/1745"
"t17440113-3","1/13/1744"
"t17440113-30","1/13/1744"
"t17440728-16","7/28/1744"
"t17440223-10","2/23/1744"
"t17450227-23","2/27/1745"
"t17440223-12","2/23/1744"
"t17440223-24","2/23/1744"
"t17440728-7","7/28/1744"
"t17450227-7","2/27/1745"
"t17430907-50","9/7/1743"
"t17440223-32","2/23/1744"
"t17450710-14","7/10/1745"
"t17440912-22","9/12/1744"
"t17440912-23","9/12/1744"
"t17450424-28","4/24/1745"
"t17440404-21","4/4/1744"
"t17440404-24","4/4/1744"
"t17450710-27","7/10/1745"
"t17440404-25","4/4/1744"
"t17441017-31","10/17/1744"
"t17450424-3","4/24/1745"
"t17431207-3","12/7/1743"
"t17440510-10","5/10/1744"
"t17441205-3","12/5/1744"
"t17450911-10","9/11/1745"
"t17431207-39","12/7/1743"
"t17450424-36","4/24/1745"
"t17431207-48","12/7/1743"
"t17431207-55","12/7/1743"
"t17440510-3","5/10/1744"
"t17440510-34","5/10/1744"
"t17450530-6","5/30/1745"
"t17431207-67","12/7/1743"
"t17431207-76","12/7/1743"
"t17440113-1","1/13/1744"
"t17440510-9","5/10/1744"
"t17430629-22","6/29/1743"
"t17441205-71","12/5/1744"
"t17430629-60","6/29/1743"
"t17410828-68","8/28/1741"
"t17430223-2","2/23/1743"
"t17410225-79","2/25/1741"
"t17410225-80","2/25/1741"
"t17411014-22","10/14/1741"
"t17420714-22","7/14/1742"
"t17411014-27","10/14/1741"
"t17420714-6","7/14/1742"
"t17420909-21","9/9/1742"
"t17410405-58","4/5/1741"
"t17420909-26","9/9/1742"
"t17420909-27","9/9/1742"
"t17430413-25","4/13/1743"
"t17430519-12","5/19/1743"
"t17410514-37","5/14/1741"
"t17411204-50","12/4/1741"
"t17430629-14","6/29/1743"
"t17410514-41","5/14/1741"
"t17420115-10","1/15/1742"
"t17420115-23","1/15/1742"
"t17421208-13","12/8/1742"
"t17430519-16","5/19/1743"
"t17430519-17","5/19/1743"
"t17410701-2","7/1/1741"
"t17420115-33","1/15/1742"
"t17420115-44","1/15/1742"
"t17421208-21","12/8/1742"
"t17410701-27","7/1/1741"
"t17420224-1","2/24/1742"
"t17420224-12","2/24/1742"
"t17410701-33","7/1/1741"
"t17410701-35","7/1/1741"
"t17421208-7","12/8/1742"
"t17420224-44","2/24/1742"
"t17420224-54","2/24/1742"
"t17410828-25","8/28/1741"
"t17410828-27","8/28/1741"
"t17420428-30","4/28/1742"
"t17420428-31","4/28/1742"
"t17410225-53","2/25/1741"
"t17420428-5","4/28/1742"
"t17420428-50","4/28/1742"
"t17410225-54","2/25/1741"
"t17410828-65","8/28/1741"
"t17420428-59","4/28/1742"
"t17420428-7","4/28/1742"
"t17530718-25","7/18/1753"
"t17520914-54","9/14/1752"
"t17520914-58","9/14/1752"
"t17520914-68","9/14/1752"
"t17520219-65","2/19/1752"
"t17530718-35","7/18/1753"
"t17520408-31","4/8/1752"
"t17520408-40","4/8/1752"
"t17520914-7","9/14/1752"
"t17520914-77","9/14/1752"
"t17530221-19","2/21/1753"
"t17521026-16","10/26/1752"
"t17530221-28","2/21/1753"
"t17530221-32","2/21/1753"
"t17520408-63","4/8/1752"
"t17520408-7","4/8/1752"
"t17521026-3","10/26/1752"
"t17521026-47","10/26/1752"
"t17531024-9","10/24/1753"
"t17520514-21","5/14/1752"
"t17520514-32","5/14/1752"
"t17530502-15","5/2/1753"
"t17520514-9","5/14/1752"
"t17530502-18","5/2/1753"
"t17520625-48","6/25/1752"
"t17521206-40","12/6/1752"
"t17530502-30","5/2/1753"
"t17530502-36","5/2/1753"
"t17521206-43","12/6/1752"
"t17530502-41","5/2/1753"
"t17531024-32","10/24/1753"
"t17531024-45","10/24/1753"
"t17520914-13","9/14/1752"
"t17530502-63","5/2/1753"
"t17530111-28","1/11/1753"
"t17530607-1","6/7/1753"
"t17530111-6","1/11/1753"
"t17530221-10","2/21/1753"
"t17530607-36","6/7/1753"
"t17531205-31","12/5/1753"
"t17530607-37","6/7/1753"
"t17460903-29","9/3/1746"
"t17450911-42","9/11/1745"
"t17470604-6","6/4/1747"
"t17450911-6","9/11/1745"
"t17461015-24","10/15/1746"
"t17451016-15","10/16/1745"
"t17451016-25","10/16/1745"
"t17460409-21","4/9/1746"
"t17461015-27","10/15/1746"
"t17461015-43","10/15/1746"
"t17470715-6","7/15/1747"
"t17451016-8","10/16/1745"
"t17470909-10","9/9/1747"
"t17451204-20","12/4/1745"
"t17460409-28","4/9/1746"
"t17461205-19","12/5/1746"
"t17470909-32","9/9/1747"
"t17470909-49","9/9/1747"
"t17470909-51","9/9/1747"
"t17460409-35","4/9/1746"
"t17471209-5","12/9/1747"
"t17460117-14","1/17/1746"
"t17460515-12","5/15/1746"
"t17470116-49","1/16/1747"
"t17460117-27","1/17/1746"
"t17470116-8","1/16/1747"
"t17471209-14","12/9/1747"
"t17470225-3","2/25/1747"
"t17460515-39","5/15/1746"
"t17460515-9","5/15/1746"
"t17470429-12","4/29/1747"
"t17470909-30","9/9/1747"
"t17460226-18","2/26/1746"
"t17470429-19","4/29/1747"
"t17460702-32","7/2/1746"
"t17460702-34","7/2/1746"
"t17460702-6","7/2/1746"
"t17450911-19","9/11/1745"
"t17450911-29","9/11/1745"
"t17450911-30","9/11/1745"
"t17460903-11","9/3/1746"
"t17460903-24","9/3/1746"
"t17460903-27","9/3/1746"
"t17480115-31","1/15/1748"
"t17490705-77","7/5/1749"
"t17480224-24","2/24/1748"
"t17480706-46","7/6/1748"
"t17480115-8","1/15/1748"
"t17490906-30","9/6/1749"
"t17490906-56","9/6/1749"
"t17490906-57","9/6/1749"
"t17490906-69","9/6/1749"
"t17480907-63","9/7/1748"
"t17490222-37","2/22/1749"
"t17491209-55","12/9/1749"
"t17490222-5","2/22/1749"
"t17491011-25","10/11/1749"
"t17491011-31","10/11/1749"
"t17480420-57","4/20/1748"
"t17490222-59","2/22/1749"
"t17491209-19","12/9/1749"
"t17491209-2","12/9/1749"
"t17491209-25","12/9/1749"
"t17480420-7","4/20/1748"
"t17481012-53","10/12/1748"
"t17481207-1","12/7/1748"
"t17490405-21","4/5/1749"
"t17480526-14","5/26/1748"
"t17481207-20","12/7/1748"
"t17490405-4","4/5/1749"
"t17490405-40","4/5/1749"
"t17490405-41","4/5/1749"
"t17491011-34","10/11/1749"
"t17480526-20","5/26/1748"
"t17481207-48","12/7/1748"
"t17491209-32","12/9/1749"
"t17490411-16","4/11/1749"
"t17491209-83","12/9/1749"
"t17491209-86","12/9/1749"
"t17500117-11","1/17/1750"
"t17480526-48","5/26/1748"
"t17491209-11","12/9/1749"
"t17490113-14","1/13/1749"
"t17490411-7","4/11/1749"
"t17480706-27","7/6/1748"
"t17490113-25","1/13/1749"
"t17490705-17","7/5/1749"
"t17480115-22","1/15/1748"
"t17490705-49","7/5/1749"
"t17480224-18","2/24/1748"
"t17510911-55","9/11/1751"
"t17511016-12","10/16/1751"
"t17500117-38","1/17/1750"
"t17500117-44","1/17/1750"
"t17500912-38","9/12/1750"
"t17500912-5","9/12/1750"
"t17500117-57","1/17/1750"
"t17510227-6","2/27/1751"
"t17511016-54","10/16/1751"
"t17510417-17","4/17/1751"
"t17500912-85","9/12/1750"
"t17511204-22","12/4/1751"
"t17501017-2","10/17/1750"
"t17510417-33","4/17/1751"
"t17510417-4","4/17/1751"
"t17510417-49","4/17/1751"
"t17520116-14","1/16/1752"
"t17520219-13","2/19/1752"
"t17500425-35","4/25/1750"
"t17501205-25","12/5/1750"
"t17511204-41","12/4/1751"
"t17511204-42","12/4/1751"
"t17501205-39","12/5/1750"
"t17510523-3","5/23/1751"
"t17520116-32","1/16/1752"
"t17500530-31","5/30/1750"
"t17501205-51","12/5/1750"
"t17501205-52","12/5/1750"
"t17510523-49","5/23/1751"
"t17501205-73","12/5/1750"
"t17501205-78","12/5/1750"
"t17510703-13","7/3/1751"
"t17510703-4","7/3/1751"
"t17500711-23","7/11/1750"
"t17510116-33","1/16/1751"
"t17510116-35","1/16/1751"
"t17500711-56","7/11/1750"
"t17480115-18","1/15/1748"
"t17500711-58","7/11/1750"
"t17500117-20","1/17/1750"
"t17500912-10","9/12/1750"
"t17500912-27","9/12/1750"
"t17510116-71","1/16/1751"
"t17551022-20","10/22/1755"
"t17560528-24","5/28/1756"
"t17560528-33","5/28/1756"
"t17560528-35","5/28/1756"
"t17560603-13","6/3/1756"
"t17561208-16","12/8/1756"
"t17561208-18","12/8/1756"
"t17570420-54","4/20/1757"
"t17560603-2","6/3/1756"
"t17561208-23","12/8/1756"
"t17570914-22","9/14/1757"
"t17560115-17","1/15/1756"
"t17560714-14","7/14/1756"
"t17560714-16","7/14/1756"
"t17560714-2","7/14/1756"
"t17561208-32","12/8/1756"
"t17570114-10","1/14/1757"
"t17570526-5","5/26/1757"
"t17560115-27","1/15/1756"
"t17560115-3","1/15/1756"
"t17560714-22","7/14/1756"
"t17570114-13","1/14/1757"
"t17570114-16","1/14/1757"
"t17570713-41","7/13/1757"
"t17570713-43","7/13/1757"
"t17570713-8","7/13/1757"
"t17560115-4","1/15/1756"
"t17570114-28","1/14/1757"
"t17570713-21","7/13/1757"
"t17560225-1","2/25/1756"
"t17560225-16","2/25/1756"
"t17560915-2","9/15/1756"
"t17560915-21","9/15/1756"
"t17560915-26","9/15/1756"
"t17570114-33","1/14/1757"
"t17560915-32","9/15/1756"
"t17570223-14","2/23/1757"
"t17570914-44","9/14/1757"
"t17560225-33","2/25/1756"
"t17570223-24","2/23/1757"
"t17570713-24","7/13/1757"
"t17570713-3","7/13/1757"
"t17570713-40","7/13/1757"
"t17560225-38","2/25/1756"
"t17560225-43","2/25/1756"
"t17560225-45","2/25/1756"
"t17561020-18","10/20/1756"
"t17560225-9","2/25/1756"
"t17561020-23","10/20/1756"
"t17561020-24","10/20/1756"
"t17561020-27","10/20/1756"
"t17570223-4","2/23/1757"
"t17560528-15","5/28/1756"
"t17560528-22","5/28/1756"
"t17551022-18","10/22/1755"
"t17570223-8","2/23/1757"
"t17551022-7","10/22/1755"
"t17551022-8","10/22/1755"
"t17541023-37","10/23/1754"
"t17541023-47","10/23/1754"
"t17550409-6","4/9/1755"
"t17550409-8","4/9/1755"
"t17541204-10","12/4/1754"
"t17540116-30","1/16/1754"
"t17540530-30","5/30/1754"
"t17541204-27","12/4/1754"
"t17541204-28","12/4/1754"
"t17541204-38","12/4/1754"
"t17550515-32","5/15/1755"
"t17540116-46","1/16/1754"
"t17541204-4","12/4/1754"
"t17541204-5","12/4/1754"
"t17541204-7","12/4/1754"
"t17540227-25","2/27/1754"
"t17540227-3","2/27/1754"
